iter	Passed	Remaining
1675	16826	83571
1676	16833	83547
1677	16841	83526
1678	16848	83498
1679	16855	83476
1680	16865	83463
1681	16872	83441
1682	16879	83415
1683	16887	83393
1684	16893	83366
1685	16903	83352
1686	16910	83328
1687	16917	83306
1688	16923	83275
1689	16932	83259
1690	16939	83236
1691	16952	83237
1692	16959	83216
1693	16973	83225
1694	16985	83222
1695	16994	83211
1696	17004	83201
1697	17012	83180
1698	17024	83180
1699	17037	83185
1700	17048	83179
1701	17058	83166
1702	17068	83156
1703	17074	83128
1704	17082	83105
1705	17089	83085
1706	17099	83074
1707	17109	83064
1708	17120	83055
1709	17132	83057
1710	17141	83043
1711	17152	83039
1712	17165	83043
1713	17177	83042
1714	17185	83021
1715	17197	83021
1716	17207	83012
1717	17217	83000
1718	17227	82988
1719	17237	82981
1720	17245	82960
1721	17254	82946
1722	17265	82942
1723	17271	82910
1724	17279	82889
1725	17287	82874
1726	17297	82859
1727	17306	82844
1728	17312	82817
1729	17321	82801
1730	17330	82788
1731	17337	82763
1732	17346	82749
1733	17354	82731
1734	17363	82712
1735	17370	82691
1736	17381	82685
1737	17389	82666
1738	17394	82633
1739	17401	82605
1740	17412	82602
1741	17418	82571
1742	17428	82564
1743	17442	82573
1744	17452	82560
1745	17462	82553
1746	17469	82526
1747	17476	82503
1748	17484	82484
1749	17493	82469
1750	17500	82446
1751	17509	82428
1752	17517	82409
1753	17525	82393
1754	17533	82374
1755	17542	82359
1756	17550	82336
1757	17556	82311
1758	17562	82280
1759	17567	82247
1760	17578	82242
1761	17587	82229
1762	17594	82201
1763	17600	82175
1764	17610	82165
1765	17627	82188
1766	17644	82212
1767	17661	82235
1768	17668	82209
1769	17678	82199
1770	17686	82178
1771	17693	82157
1772	17699	82129
1773	17708	82113
1774	17716	82093
1775	17726	82084
1776	17739	82090
1777	17747	82070
1778	17762	82081
1779	17774	82080
1780	17781	82057
1781	17791	82050
1782	17803	82049
1783	17811	82029
1784	17824	82030
1785	17840	82050
1786	17852	82049
1787	17858	82022
1788	17865	81995
1789	17875	81988
1790	17884	81972
1791	17892	81955
1792	17900	81936
1793	17908	81913
1794	17914	81888
1795	17923	81874
1796	17932	81856
1797	17939	81836
1798	17951	81833
1799	17956	81804
1800	17963	81776
1801	17969	81750
1802	17976	81725
1803	17984	81708
1804	17991	81685
1805	18000	81667
1806	18010	81658
1807	18018	81642
1808	18030	81639
1809	18038	81621
1810	18047	81606
1811	18056	81591
1812	18065	81578
1813	18071	81551
1814	18082	81544
1815	18087	81512
1816	18096	81498
1817	18102	81469
1818	18107	81438
1819	18113	81411
1820	18118	81380
1821	18125	81355
1822	18134	81343
1823	18147	81347
1824	18153	81318
1825	18160	81295
1826	18167	81272
1827	18174	81248
1828	18184	81237
1829	18190	81211
1830	18197	81188
1831	18203	81161
1832	18214	81157
1833	18225	81151
1834	18240	81160
1835	18251	81156
1836	18260	81144
1837	18268	81126
1838	18278	81113
1839	18288	81105
1840	18295	81082
1841	18302	81060
1842	18311	81044
1843	18317	81017
1844	18323	80990
1845	18333	80979
1846	18342	80965
1847	18355	80969
1848	18369	80977
1849	18379	80969
1850	18384	80938
1851	18395	80933
1852	18404	80919
1853	18413	80903
1854	18421	80884
1855	18433	80885
1856	18448	80895
1857	18463	80910
1858	18478	80921
1859	18489	80914
1860	18497	80899
1861	18505	80881
1862	18513	80862
1863	18524	80855
1864	18531	80835
1865	18539	80815
1866	18547	80795
1867	18557	80788
1868	18564	80762
1869	18573	80751
1870	18580	80729
1871	18590	80717
1872	18599	80701
1873	18610	80700
1874	18620	80690
1875	18627	80664
1876	18639	80665
1877	18645	80638
1878	18655	80628
1879	18665	80618
1880	18673	80598
1881	18679	80575
1882	18685	80546
1883	18692	80522
1884	18700	80504
1885	18709	80493
1886	18719	80481
1887	18726	80459
1888	18731	80430
1889	18738	80405
1890	18746	80388
1891	18755	80374
1892	18762	80354
1893	18772	80344
1894	18780	80323
1895	18788	80308
1896	18794	80281
1897	18803	80265
1898	18810	80243
1899	18816	80219
1900	18826	80208
1901	18836	80199
1902	18846	80187
1903	18853	80165
1904	18859	80140
1905	18868	80128
1906	18877	80113
1907	18884	80092
1908	18892	80073
1909	18900	80054
1910	18909	80040
1911	18917	80023
1912	18924	80000
1913	18931	79979
1914	18938	79954
1915	18949	79950
1916	18956	79931
1917	18968	79930
1918	18974	79901
1919	18983	79890
1920	18992	79876
1921	19003	79871
1922	19009	79843
1923	19018	79828
1924	19025	79806
1925	19034	79792
1926	19043	79781
1927	19056	79784
1928	19067	79780
1929	19074	79755
1930	19081	79733
1931	19086	79706
1932	19095	79692
1933	19104	79678
1934	19113	79665
1935	19118	79634
1936	19127	79619
1937	19133	79593
1938	19139	79570
1939	19146	79547
1940	19154	79527
1941	19164	79518
1942	19171	79496
1943	19180	79485
1944	19187	79463
1945	19199	79460
1946	19205	79434
1947	19213	79418
1948	19219	79391
1949	19231	79393
1950	19241	79384
1951	19258	79400
1952	19273	79412
1953	19282	79399
1954	19292	79390
1955	19301	79375
1956	19307	79352
1957	19314	79331
1958	19324	79319
1959	19330	79293
1960	19337	79273
1961	19344	79250
1962	19351	79229
1963	19364	79231
1964	19369	79203
1965	19377	79185
1966	19383	79160
1967	19389	79135
1968	19397	79116
1969	19408	79111
1970	19416	79095
1971	19423	79071
1972	19429	79047
1973	19437	79031
1974	19448	79026
1975	19484	79121
1976	19495	79114
1977	19501	79092
1978	19510	79079
1979	19516	79051
1980	19524	79034
1981	19530	79009
1982	19540	78999
1983	19549	78986
1984	19561	78985
1985	19571	78977
1986	19578	78953
1987	19588	78945
1988	19595	78925
1989	19605	78915
1990	19614	78901
1991	19623	78888
1992	19642	78914
1993	19654	78913
1994	19663	78899
1995	19672	78885
1996	19681	78874
1997	19689	78855
1998	19696	78836
1999	19705	78820
2000	19714	78807
2001	19722	78791
2002	19729	78771
2003	19738	78755
2004	19743	78728
2005	19754	78722
2006	19761	78700
2007	19771	78691
2008	19778	78671
2009	19790	78670
2010	19801	78664
2011	19811	78655
2012	19818	78632
2013	19825	78613
2014	19831	78589
2015	19843	78586
2016	19850	78566
2017	19865	78576
2018	19877	78572
2019	19886	78559
2020	19895	78547
2021	19907	78545
2022	19913	78522
2023	19921	78503
2024	19928	78482
2025	19934	78458
2026	19940	78434
2027	19950	78424
2028	19957	78405
2029	19965	78385
2030	19971	78362
2031	19978	78339
2032	19986	78322
2033	19994	78306
2034	20004	78298
2035	20012	78281
2036	20025	78281
2037	20033	78268
2038	20046	78267
2039	20060	78274
2040	20080	78304
2041	20094	78309
2042	20104	78302
2043	20112	78286
2044	20119	78265
2045	20128	78251
2046	20135	78228
2047	20140	78200
2048	20147	78179
2049	20155	78165
2050	20164	78149
2051	20175	78146
2052	20182	78125
2053	20192	78116
2054	20199	78093
2055	20205	78071
2056	20215	78062
2057	20230	78071
2058	20239	78056
2059	20253	78062
2060	20264	78058
2061	20285	78091
2062	20295	78081
2063	20303	78064
2064	20312	78054
2065	20321	78041
2066	20328	78018
2067	20337	78004
2068	20350	78010
2069	20365	78016
2070	20378	78019
2071	20386	78004
2072	20397	77997
2073	20404	77977
2074	20412	77961
2075	20418	77937
2076	20427	77923
2077	20437	77915
2078	20443	77889
2079	20451	77871
2080	20461	77863
2081	20477	77876
2082	20489	77877
2083	20499	77866
2084	20517	77887
2085	20526	77873
2086	20535	77861
2087	20542	77841
2088	20554	77838
2089	20563	77826
2090	20572	77812
2091	20578	77790
2092	20586	77772
2093	20594	77756
2094	20605	77748
2095	20611	77727
2096	20621	77715
2097	20627	77693
2098	20638	77686
2099	20647	77672
2100	20657	77663
2101	20664	77645
2102	20674	77636
2103	20688	77639
2104	20698	77629
2105	20708	77620
2106	20716	77605
2107	20724	77587
2108	20730	77563
2109	20738	77546
2110	20746	77533
2111	20756	77523
2112	20766	77512
2113	20773	77494
2114	20783	77483
2115	20793	77475
2116	20804	77470
2117	20815	77463
2118	20823	77447
2119	20831	77431
2120	20841	77421
2121	20849	77405
2122	20860	77399
2123	20871	77393
2124	20887	77407
2125	20899	77404
2126	20925	77454
2127	20954	77516
2128	20982	77572
2129	21014	77644
2130	21027	77647
2131	21051	77690
2132	21061	77681
2133	21070	77666
2134	21083	77669
2135	21094	77660
2136	21101	77643
2137	21114	77644
2138	21121	77621
2139	21129	77607
2140	21137	77588
2141	21148	77584
2142	21155	77565
2143	21163	77548
2144	21170	77526
2145	21180	77515
2146	21188	77501
2147	21195	77480
2148	21204	77467
2149	21216	77465
2150	21226	77454
2151	21235	77444
2152	21245	77431
2153	21251	77408
2154	21257	77384
2155	21268	77380
2156	21278	77369
2157	21289	77365
2158	21306	77379
2159	21320	77387
2160	21329	77370
2161	21334	77345
2162	21345	77337
2163	21353	77321
2164	21365	77322
2165	21375	77311
2166	21383	77292
2167	21392	77279
2168	21401	77270
2169	21410	77256
2170	21420	77246
2171	21432	77245
2172	21441	77229
2173	21449	77213
2174	21460	77207
2175	21467	77187
2176	21476	77175
2177	21487	77171
2178	21495	77153
2179	21503	77135
2180	21510	77116
2181	21519	77101
2182	21526	77082
2183	21532	77057
2184	21538	77034
2185	21544	77011
2186	21549	76985
2187	21559	76974
2188	21566	76954
2189	21576	76947
2190	21584	76928
2191	21592	76914
2192	21601	76899
2193	21608	76879
2194	21617	76867
2195	21625	76852
2196	21631	76826
2197	21638	76808
2198	21647	76794
2199	21658	76789
2200	21669	76782
2201	21675	76759
2202	21681	76738
2203	21695	76742
2204	21705	76730
2205	21712	76711
2206	21719	76694
2207	21726	76671
2208	21732	76648
2209	21740	76632
2210	21746	76611
2211	21756	76601
2212	21763	76579
2213	21771	76562
2214	21777	76539
2215	21787	76532
2216	21795	76516
2217	21803	76500
2218	21811	76482
2219	21817	76460
2220	21824	76440
2221	21832	76425
2222	21840	76408
2223	21848	76392
2224	21857	76377
2225	21868	76373
2226	21877	76359
2227	21886	76346
2228	21895	76333
2229	21908	76335
2230	21919	76329
2231	21931	76326
2232	21938	76306
2233	21943	76280
2234	21956	76281
2235	21964	76265
2236	21972	76251
2237	21982	76240
2238	21990	76224
2239	22000	76217
2240	22010	76206
2241	22018	76191
2242	22025	76170
2243	22031	76147
2244	22040	76135
2245	22047	76115
2246	22055	76098
2247	22066	76093
2248	22073	76073
2249	22081	76060
2250	22092	76051
2251	22099	76032
2252	22109	76023
2253	22119	76014
2254	22128	76000
2255	22136	75985
2256	22147	75980
2257	22153	75955
2258	22159	75935
2259	22165	75910
2260	22171	75887
2261	22178	75869
2262	22184	75846
2263	22195	75842
2264	22202	75823
2265	22211	75807
2266	22226	75816
2267	22237	75812
2268	22250	75814
2269	22261	75808
2270	22272	75800
2271	22281	75789
2272	22296	75797
2273	22303	75777
2274	22311	75762
2275	22323	75760
2276	22333	75748
2277	22344	75745
2278	22356	75742
2279	22363	75721
2280	22371	75706
2281	22380	75693
2282	22387	75673
2283	22394	75655
2284	22401	75636
2285	22408	75614
2286	22415	75598
2287	22425	75587
2288	22432	75569
2289	22442	75560
2290	22448	75537
2291	22458	75528
2292	22463	75503
2293	22473	75492
2294	22481	75475
2295	22491	75467
2296	22503	75465
2297	22510	75446
2298	22516	75424
2299	22525	75411
2300	22532	75393
2301	22542	75382
2302	22554	75382
2303	22561	75360
2304	22571	75352
2305	22577	75329
2306	22584	75310
2307	22589	75285
2308	22595	75262
2309	22604	75249
2310	22610	75227
2311	22616	75205
2312	22623	75186
2313	22631	75170
2314	22637	75147
2315	22643	75127
2316	22657	75129
2317	22664	75112
2318	22673	75098
2319	22683	75089
2320	22695	75087
2321	22720	75129
2322	22731	75123
2323	22741	75112
2324	22747	75091
2325	22755	75075
2326	22764	75064
2327	22771	75043
2328	22779	75030
2329	22786	75008
2330	22792	74988
2331	22799	74968
2332	22805	74944
2333	22810	74921
2334	22819	74907
2335	22826	74889
2336	22833	74871
2337	22839	74848
2338	22845	74826
2339	22853	74812
2340	22858	74787
2341	22867	74771
2342	22875	74756
2343	22883	74741
2344	22900	74757
2345	22908	74742
2346	22919	74733
2347	22928	74721
2348	22934	74700
2349	22941	74681
2350	22952	74675
2351	22958	74653
2352	22968	74644
2353	22974	74622
2354	22980	74601
2355	22990	74591
2356	22996	74570
2357	23002	74547
2358	23009	74530
2359	23014	74505
2360	23021	74487
2361	23031	74476
2362	23041	74468
2363	23050	74456
2364	23063	74455
2365	23072	74445
2366	23091	74464
2367	23105	74467
2368	23115	74459
2369	23125	74450
2370	23133	74435
2371	23139	74414
2372	23149	74403
2373	23158	74391
2374	23173	74398
2375	23185	74397
2376	23198	74396
2377	23210	74393
2378	23218	74380
2379	23227	74367
2380	23234	74349
2381	23247	74349
2382	23257	74341
2383	23264	74323
2384	23272	74306
2385	23281	74292
2386	23294	74295
2387	23304	74285
2388	23315	74279
2389	23323	74263
2390	23334	74256
2391	23343	74246
2392	23350	74227
2393	23357	74209
2394	23364	74191
2395	23370	74168
2396	23379	74156
2397	23387	74140
2398	23396	74130
2399	23402	74109
2400	23411	74096
2401	23419	74079
2402	23424	74054
2403	23432	74041
2404	23444	74038
2405	23455	74032
2406	23465	74022
2407	23476	74017
2408	23488	74014
2409	23506	74031
2410	23514	74016
2411	23524	74007
2412	23533	73995
2413	23542	73983
2414	23551	73971
2415	23558	73950
2416	23568	73943
2417	23576	73929
2418	23585	73915
2419	23593	73899
2420	23599	73879
2421	23607	73863
2422	23619	73860
2423	23627	73844
2424	23637	73836
2425	23649	73834
2426	23656	73814
2427	23661	73791
2428	23668	73772
2429	23678	73762
2430	23684	73742
2431	23693	73730
2432	23703	73721
2433	23715	73717
2434	23725	73710
2435	23735	73701
2436	23744	73689
2437	23752	73673
2438	23759	73656
2439	23767	73641
2440	23775	73625
2441	23783	73609
2442	23789	73587
2443	23798	73577
2444	23807	73565
2445	23814	73547
2446	23821	73528
2447	23830	73515
2448	23841	73509
2449	23849	73494
2450	23857	73479
2451	23872	73486
2452	23881	73476
2453	23889	73460
2454	23899	73450
2455	23909	73440
2456	23922	73441
2457	23934	73439
2458	23944	73428
2459	23950	73409
2460	23956	73388
2461	23965	73374
2462	23973	73360
2463	23981	73345
2464	23989	73330
2465	23996	73314
2466	24005	73299
2467	24013	73284
2468	24020	73268
2469	24028	73252
2470	24037	73241
2471	24045	73226
2472	24055	73217
2473	24064	73206
2474	24074	73196
2475	24082	73179
2476	24088	73159
2477	24095	73143
2478	24107	73139
2479	24119	73135
2480	24131	73133
2481	24142	73128
2482	24152	73118
2483	24159	73102
2484	24169	73091
2485	24177	73076
2486	24182	73053
2487	24190	73036
2488	24198	73023
2489	24209	73016
2490	24216	73000
2491	24228	72995
2492	24235	72979
2493	24246	72971
2494	24252	72951
2495	24259	72932
2496	24266	72915
2497	24275	72905
2498	24286	72899
2499	24296	72888
2500	24303	72871
2501	24311	72857
2502	24317	72837
2503	24331	72839
2504	24341	72828
2505	24354	72829
2506	24360	72809
2507	24368	72795
2508	24374	72774
2509	24381	72754
2510	24388	72738
2511	24395	72720
2512	24401	72699
2513	24408	72681
2514	24415	72665
2515	24426	72656
2516	24436	72648
2517	24443	72631
2518	24451	72615
2519	24458	72600
2520	24469	72592
2521	24477	72578
2522	24483	72557
2523	24490	72541
2524	24496	72519
2525	24505	72508
2526	24512	72488
2527	24521	72477
2528	24528	72459
2529	24537	72449
2530	24545	72434
2531	24556	72427
2532	24566	72419
2533	24574	72403
2534	24583	72392
2535	24588	72370
2536	24594	72347
2537	24603	72335
2538	24609	72315
2539	24615	72295
2540	24624	72285
2541	24636	72282
2542	24648	72278
2543	24657	72266
2544	24667	72256
2545	24675	72242
2546	24683	72229
2547	24691	72213
2548	24699	72198
2549	24705	72179
2550	24716	72174
2551	24733	72183
2552	24750	72195
2553	24761	72189
2554	24768	72174
2555	24775	72156
2556	24786	72149
2557	24792	72128
2558	24800	72113
2559	24806	72094
2560	24815	72083
2561	24823	72068
2562	24832	72056
2563	24839	72039
2564	24851	72034
2565	24857	72016
2566	24865	71999
2567	24873	71984
2568	24881	71970
2569	24889	71956
2570	24897	71943
2571	24903	71922
2572	24912	71909
2573	24919	71892
2574	24930	71885
2575	24948	71900
2576	24961	71900
2577	24970	71889
2578	24978	71873
2579	24985	71858
2580	24998	71857
2581	25008	71847
2582	25017	71838
2583	25027	71828
2584	25035	71812
2585	25049	71815
2586	25060	71810
2587	25068	71796
2588	25075	71777
2589	25081	71758
2590	25091	71749
2591	25098	71732
2592	25107	71720
2593	25115	71706
2594	25126	71699
2595	25134	71684
2596	25150	71693
2597	25161	71688
2598	25167	71667
2599	25179	71666
2600	25188	71651
2601	25198	71643
2602	25204	71624
2603	25212	71610
2604	25221	71598
2605	25228	71580
2606	25236	71565
2607	25243	71549
2608	25253	71539
2609	25262	71527
2610	25267	71505
2611	25278	71499
2612	25288	71489
2613	25297	71479
2614	25308	71473
2615	25314	71452
2616	25320	71432
2617	25334	71436
2618	25350	71443
2619	25361	71437
2620	25368	71420
2621	25377	71408
2622	25382	71386
2623	25390	71373
2624	25398	71356
2625	25405	71339
2626	25414	71330
2627	25425	71323
2628	25434	71312
2629	25441	71295
2630	25455	71297
2631	25461	71277
2632	25472	71269
2633	25480	71255
2634	25491	71250
2635	25500	71238
2636	25509	71227
2637	25519	71217
2638	25526	71200
2639	25537	71194
2640	25543	71176
2641	25556	71175
2642	25580	71204
2643	25592	71203
2644	25604	71199
2645	25613	71187
2646	25621	71173
2647	25630	71161
2648	25641	71155
2649	25651	71147
2650	25658	71129
2651	25666	71114
2652	25672	71095
2653	25680	71081
2654	25689	71068
2655	25696	71053
2656	25705	71039
2657	25711	71022
2658	25722	71015
2659	25733	71008
2660	25747	71010
2661	25758	71004
2662	25772	71008
2663	25782	70999
2664	25793	70992
2665	25803	70982
2666	25811	70968
2667	25819	70956
2668	25828	70945
2669	25836	70929
2670	25845	70918
2671	25854	70906
2672	25865	70901
2673	25874	70889
2674	25885	70881
2675	25902	70893
2676	25911	70880
2677	25918	70864
2678	25927	70852
2679	25938	70846
2680	25952	70849
2681	25964	70845
2682	25974	70838
2683	25985	70831
2684	25996	70823
2685	26002	70805
2686	26014	70800
2687	26023	70790
2688	26032	70779
2689	26043	70771
2690	26056	70772
2691	26064	70757
2692	26075	70751
2693	26084	70739
2694	26094	70730
2695	26104	70723
2696	26115	70715
2697	26122	70700
2698	26130	70686
2699	26141	70679
2700	26152	70672
2701	26163	70665
2702	26179	70673
2703	26189	70664
2704	26197	70650
2705	26205	70636
2706	26213	70622
2707	26222	70610
2708	26228	70591
2709	26234	70572
2710	26244	70562
2711	26253	70550
2712	26261	70536
2713	26269	70522
2714	26276	70504
2715	26281	70484
2716	26288	70467
2717	26298	70457
2718	26309	70451
2719	26317	70438
2720	26325	70423
2721	26330	70402
2722	26342	70397
2723	26348	70378
2724	26358	70371
2725	26369	70362
2726	26387	70377
2727	26394	70360
2728	26401	70343
2729	26409	70328
2730	26419	70318
2731	26426	70302
2732	26436	70293
2733	26444	70279
2734	26451	70263
2735	26459	70248
2736	26469	70239
2737	26477	70227
2738	26488	70219
2739	26494	70200
2740	26503	70190
2741	26512	70178
2742	26521	70166
2743	26527	70147
2744	26537	70137
2745	26548	70133
2746	26557	70119
2747	26565	70106
2748	26573	70093
2749	26583	70084
2750	26592	70071
2751	26604	70068
2752	26611	70053
2753	26619	70039
2754	26634	70042
2755	26642	70029
2756	26652	70019
2757	26658	69999
2758	26666	69986
2759	26673	69969
2760	26682	69957
2761	26688	69938
2762	26695	69922
2763	26702	69906
2764	26711	69894
2765	26717	69876
2766	26724	69859
2767	26732	69844
2768	26739	69827
2769	26750	69821
2770	26760	69813
2771	26773	69810
2772	26790	69822
2773	26801	69815
2774	26808	69798
2775	26817	69786
2776	26831	69788
2777	26840	69776
2778	26851	69770
2779	26859	69757
2780	26866	69741
2781	26873	69725
2782	26883	69716
2783	26892	69704
2784	26900	69690
2785	26909	69679
2786	26916	69663
2787	26927	69657
2788	26936	69643
2789	26945	69634
2790	26954	69622
2791	26965	69615
2792	26984	69630
2793	27007	69654
2794	27040	69705
2795	27061	69725
2796	27078	69735
2797	27086	69721
2798	27095	69709
2799	27101	69688
2800	27108	69673
2801	27117	69660
2802	27128	69654
2803	27134	69636
2804	27143	69625
2805	27151	69610
2806	27157	69592
2807	27164	69573
2808	27177	69573
2809	27196	69588
2810	27207	69582
2811	27214	69566
2812	27222	69550
2813	27230	69538
2814	27241	69531
2815	27254	69529
2816	27262	69514
2817	27267	69493
2818	27274	69477
2819	27286	69474
2820	27294	69460
2821	27303	69448
2822	27308	69427
2823	27315	69410
2824	27325	69402
2825	27333	69387
2826	27342	69376
2827	27349	69361
2828	27361	69356
2829	27377	69363
2830	27391	69363
2831	27404	69361
2832	27411	69345
2833	27420	69334
2834	27429	69322
2835	27447	69334
2836	27455	69320
2837	27466	69314
2838	27481	69318
2839	27493	69313
2840	27503	69306
2841	27523	69323
2842	27529	69301
2843	27541	69300
2844	27554	69297
2845	27561	69282
2846	27572	69274
2847	27583	69268
2848	27594	69263
2849	27608	69263
2850	27623	69265
2851	27635	69263
2852	27644	69252
2853	27658	69253
2854	27671	69250
2855	27676	69230
2856	27686	69220
2857	27694	69207
2858	27701	69191
2859	27709	69176
2860	27720	69169
2861	27725	69149
2862	27735	69140
2863	27745	69131
2864	27754	69120
2865	27762	69107
2866	27770	69092
2867	27775	69071
2868	27785	69061
2869	27790	69041
2870	27800	69030
2871	27809	69019
2872	27819	69011
2873	27825	68993
2874	27834	68982
2875	27841	68964
2876	27849	68950
2877	27858	68940
2878	27867	68928
2879	27878	68921
2880	27885	68906
2881	27893	68892
2882	27901	68877
2883	27910	68866
2884	27916	68848
2885	27927	68840
2886	27936	68830
2887	27948	68827
2888	27954	68807
2889	27964	68797
2890	27971	68782
2891	27979	68767
2892	27987	68754
2893	27996	68743
2894	28009	68741
2895	28019	68733
2896	28031	68729
2897	28042	68722
2898	28050	68709
2899	28058	68694
2900	28064	68675
2901	28071	68659
2902	28077	68641
2903	28083	68622
2904	28089	68604
2905	28097	68589
2906	28105	68577
2907	28114	68565
2908	28126	68562
2909	28134	68548
2910	28145	68542
2911	28154	68529
2912	28160	68511
2913	28168	68497
2914	28177	68485
2915	28187	68477
2916	28196	68465
2917	28207	68459
2918	28218	68452
2919	28228	68444
2920	28238	68434
2921	28247	68423
2922	28254	68408
2923	28262	68393
2924	28270	68379
2925	28276	68362
2926	28284	68347
2927	28292	68334
2928	28302	68327
2929	28312	68316
2930	28321	68306
2931	28329	68292
2932	28336	68276
2933	28344	68262
2934	28352	68249
2935	28358	68231
2936	28367	68219
2937	28378	68211
2938	28389	68206
2939	28406	68213
2940	28434	68249
2941	28445	68243
2942	28454	68231
2943	28459	68211
2944	28470	68203
2945	28476	68185
2946	28485	68173
2947	28491	68154
2948	28498	68139
2949	28505	68123
2950	28512	68106
2951	28520	68094
2952	28527	68078
2953	28536	68066
2954	28541	68046
2955	28548	68030
2956	28556	68016
2957	28564	68002
2958	28574	67994
2959	28585	67986
2960	28597	67982
2961	28612	67984
2962	28622	67976
2963	28632	67968
2964	28643	67961
2965	28654	67955
2966	28660	67936
2967	28666	67918
2968	28675	67906
2969	28682	67891
2970	28692	67882
2971	28701	67871
2972	28710	67860
2973	28720	67851
2974	28732	67846
2975	28741	67837
2976	28750	67825
2977	28758	67812
2978	28767	67799
2979	28775	67786
2980	28784	67774
2981	28792	67761
2982	28804	67757
2983	28822	67766
2984	28837	67769
2985	28850	67769
2986	28858	67756
2987	28868	67747
2988	28875	67729
2989	28884	67718
2990	28895	67713
2991	28903	67699
2992	28911	67685
2993	28917	67667
2994	28928	67660
2995	28936	67646
2996	28949	67645
2997	28958	67633
2998	28964	67616
2999	28973	67604
3000	28981	67591
3001	28990	67580
3002	28996	67561
3003	29005	67549
3004	29017	67545
3005	29029	67543
3006	29046	67550
3007	29068	67567
3008	29084	67573
3009	29108	67598
3010	29119	67591
3011	29126	67575
3012	29138	67569
3013	29146	67556
3014	29153	67541
3015	29161	67527
3016	29170	67515
3017	29178	67502
3018	29189	67497
3019	29198	67486
3020	29208	67477
3021	29221	67473
3022	29233	67470
3023	29244	67463
3024	29255	67456
3025	29269	67456
3026	29274	67437
3027	29286	67431
3028	29293	67416
3029	29301	67402
3030	29307	67384
3031	29315	67371
3032	29321	67352
3033	29337	67358
3034	29349	67354
3035	29358	67341
3036	29366	67330
3037	29374	67316
3038	29383	67305
3039	29392	67294
3040	29403	67286
3041	29416	67283
3042	29430	67283
3043	29444	67284
3044	29460	67289
3045	29471	67283
3046	29483	67277
3047	29491	67266
3048	29503	67260
3049	29514	67254
3050	29520	67235
3051	29529	67225
3052	29537	67212
3053	29545	67199
3054	29552	67181
3055	29563	67176
3056	29569	67158
3057	29577	67144
3058	29584	67128
3059	29593	67117
3060	29601	67104
3061	29608	67087
3062	29618	67079
3063	29630	67073
3064	29645	67076
3065	29653	67064
3066	29664	67056
3067	29674	67048
3068	29683	67036
3069	29692	67024
3070	29699	67009
3071	29708	66997
3072	29714	66980
3073	29721	66964
3074	29728	66948
3075	29736	66936
3076	29742	66919
3077	29749	66902
3078	29758	66892
3079	29766	66878
3080	29774	66864
3081	29780	66847
3082	29788	66833
3083	29794	66815
3084	29802	66802
3085	29811	66789
3086	29818	66775
3087	29827	66763
3088	29839	66760
3089	29851	66755
3090	29863	66751
3091	29876	66748
3092	29884	66735
3093	29893	66723
3094	29900	66708
3095	29908	66695
3096	29915	66680
3097	29925	66669
3098	29934	66660
3099	29944	66649
3100	29959	66653
3101	29967	66639
3102	29981	66639
3103	29992	66632
3104	30002	66624
3105	30010	66611
3106	30025	66612
3107	30037	66608
3108	30052	66609
3109	30063	66604
3110	30073	66594
3111	30084	66586
3112	30097	66585
3113	30107	66575
3114	30117	66567
3115	30123	66550
3116	30131	66536
3117	30137	66519
3118	30145	66504
3119	30153	66491
3120	30158	66472
3121	30167	66461
3122	30174	66444
3123	30184	66436
3124	30194	66428
3125	30201	66412
3126	30207	66394
3127	30218	66387
3128	30228	66379
3129	30238	66369
3130	30257	66380
3131	30269	66376
3132	30280	66370
3133	30288	66356
3134	30298	66348
3135	30304	66330
3136	30313	66319
3137	30324	66311
3138	30333	66299
3139	30341	66288
3140	30351	66278
3141	30365	66278
3142	30375	66269
3143	30384	66257
3144	30390	66241
3145	30399	66229
3146	30408	66218
3147	30418	66210
3148	30427	66197
3149	30437	66190
3150	30459	66205
3151	30484	66230
3152	30534	66307
3153	30584	66386
3154	30607	66405
3155	30634	66433
3156	30647	66430
3157	30680	66471
3158	30693	66467
3159	30700	66452
3160	30709	66442
3161	30717	66427
3162	30726	66416
3163	30733	66401
3164	30741	66388
3165	30747	66371
3166	30759	66366
3167	30769	66356
3168	30778	66345
3169	30788	66335
3170	30797	66324
3171	30807	66315
3172	30817	66306
3173	30826	66295
3174	30837	66288
3175	30848	66280
3176	30860	66277
3177	30872	66271
3178	30880	66258
3179	30891	66251
3180	30900	66239
3181	30909	66230
3182	30928	66238
3183	30942	66239
3184	30965	66256
3185	30978	66253
3186	30991	66251
3187	31005	66250
3188	31012	66234
3189	31023	66228
3190	31031	66215
3191	31044	66213
3192	31060	66217
3193	31082	66233
3194	31093	66224
3195	31108	66226
3196	31122	66226
3197	31132	66216
3198	31143	66209
3199	31156	66208
3200	31167	66200
3201	31175	66187
3202	31184	66176
3203	31192	66162
3204	31205	66158
3205	31213	66146
3206	31221	66132
3207	31229	66119
3208	31239	66109
3209	31255	66113
3210	31273	66122
3211	31285	66117
3212	31291	66098
3213	31302	66092
3214	31313	66084
3215	31322	66073
3216	31330	66060
3217	31337	66044
3218	31347	66035
3219	31354	66018
3220	31360	66002
3221	31369	65990
3222	31377	65976
3223	31385	65964
3224	31394	65952
3225	31400	65934
3226	31407	65918
3227	31414	65903
3228	31419	65885
