iter	Passed	Remaining
429	4463	99341
430	4472	99295
431	4486	99365
432	4498	99388
433	4507	99359
434	4517	99323
435	4528	99343
436	4540	99359
437	4552	99375
438	4567	99476
439	4581	99537
440	4592	99547
441	4601	99498
442	4616	99584
443	4625	99556
444	4634	99521
445	4643	99477
446	4651	99404
447	4660	99375
448	4676	99472
449	4684	99409
450	4693	99385
451	4700	99290
452	4711	99287
453	4718	99208
454	4730	99245
455	4742	99265
456	4752	99247
457	4762	99213
458	4771	99179
459	4780	99144
460	4791	99142
461	4799	99084
462	4811	99100
463	4820	99064
464	4830	99051
465	4839	99016
466	4847	98947
467	4855	98888
468	4866	98905
469	4877	98906
470	4887	98877
471	4894	98803
472	4907	98836
473	4918	98855
474	4929	98857
475	4943	98908
476	4962	99074
477	4977	99162
478	4987	99127
479	4995	99080
480	5008	99111
481	5021	99162
482	5034	99195
483	5045	99192
484	5055	99182
485	5066	99174
486	5077	99174
487	5089	99207
488	5097	99137
489	5108	99149
490	5123	99216
491	5139	99325
492	5151	99336
493	5162	99342
494	5175	99386
495	5189	99435
496	5199	99422
497	5208	99379
498	5217	99342
499	5227	99318
500	5242	99396
501	5253	99398
502	5269	99488
503	5281	99514
504	5289	99445
505	5301	99480
506	5316	99540
507	5326	99527
508	5334	99471
509	5344	99443
510	5355	99446
511	5370	99513
512	5384	99568
513	5395	99567
514	5403	99518
515	5416	99552
516	5426	99528
517	5432	99437
518	5439	99369
519	5448	99330
520	5455	99251
521	5463	99192
522	5470	99130
523	5480	99114
524	5489	99081
525	5500	99073
526	5514	99121
527	5529	99201
528	5547	99321
529	5558	99316
530	5578	99480
531	5585	99410
532	5597	99417
533	5611	99469
534	5619	99414
535	5627	99356
536	5636	99331
537	5643	99261
538	5651	99194
539	5661	99174
540	5667	99096
541	5675	99030
542	5681	98946
543	5690	98918
544	5696	98824
545	5703	98756
546	5712	98719
547	5719	98644
548	5730	98647
549	5738	98602
550	5748	98573
551	5755	98518
552	5765	98497
553	5777	98510
554	5790	98541
555	5797	98468
556	5806	98446
557	5817	98436
558	5826	98396
559	5835	98376
560	5842	98301
561	5854	98313
562	5861	98252
563	5869	98199
564	5877	98153
565	5886	98116
566	5893	98043
567	5904	98048
568	5911	97978
569	5922	97977
570	5930	97928
571	5937	97864
572	5943	97789
573	5955	97794
574	5971	97885
575	5981	97868
576	5993	97879
577	6003	97868
578	6014	97868
579	6025	97863
580	6035	97845
581	6043	97801
582	6056	97833
583	6067	97833
584	6076	97796
585	6085	97761
586	6093	97721
587	6105	97725
588	6112	97660
589	6123	97672
590	6133	97641
591	6141	97596
592	6150	97566
593	6168	97684
594	6176	97625
595	6189	97653
596	6198	97636
597	6216	97732
598	6228	97752
599	6240	97771
600	6252	97782
601	6260	97733
602	6274	97783
603	6283	97750
604	6298	97816
605	6314	97889
606	6328	97928
607	6337	97890
608	6351	97948
609	6366	97999
610	6381	98069
611	6394	98097
612	6410	98168
613	6422	98181
614	6433	98171
615	6445	98191
616	6457	98206
617	6473	98271
618	6483	98261
619	6498	98313
620	6513	98380
621	6530	98456
622	6543	98490
623	6552	98448
624	6565	98482
625	6576	98481
626	6589	98499
627	6598	98477
628	6611	98493
629	6619	98458
630	6635	98525
631	6646	98524
632	6658	98535
633	6666	98483
634	6681	98542
635	6696	98590
636	6705	98556
637	6711	98482
638	6719	98434
639	6726	98368
640	6735	98341
641	6743	98295
642	6752	98266
643	6760	98212
644	6774	98263
645	6781	98190
646	6793	98206
647	6803	98182
648	6814	98178
649	6822	98142
650	6831	98108
651	6841	98088
652	6848	98028
653	6857	97999
654	6868	97992
655	6875	97931
656	6883	97882
657	6889	97811
658	6896	97751
659	6905	97719
660	6915	97705
661	6927	97712
662	6937	97700
663	6943	97621
664	6953	97617
665	6967	97643
666	6977	97627
667	6987	97615
668	6999	97632
669	7009	97608
670	7020	97613
671	7030	97584
672	7040	97567
673	7052	97578
674	7064	97594
675	7072	97555
676	7082	97534
677	7089	97469
678	7096	97418
679	7105	97389
680	7115	97370
681	7123	97325
682	7134	97328
683	7142	97282
684	7152	97257
685	7163	97255
686	7171	97218
687	7184	97237
688	7192	97192
689	7201	97165
690	7209	97119
691	7220	97126
692	7232	97131
693	7245	97150
694	7253	97118
695	7265	97127
696	7271	97057
697	7284	97083
698	7293	97054
699	7300	96988
700	7307	96940
701	7315	96891
702	7322	96835
703	7330	96798
704	7337	96738
705	7345	96696
706	7351	96632
707	7360	96601
708	7369	96568
709	7383	96603
710	7393	96589
711	7403	96573
712	7414	96578
713	7428	96615
714	7443	96657
715	7449	96589
716	7458	96571
717	7465	96504
718	7478	96538
719	7489	96525
720	7497	96488
721	7504	96430
722	7512	96400
723	7521	96361
724	7531	96356
725	7538	96303
726	7546	96255
727	7553	96198
728	7560	96146
729	7570	96137
730	7578	96089
731	7587	96063
732	7595	96026
733	7607	96043
734	7621	96076
735	7630	96043
736	7641	96039
737	7652	96045
738	7662	96020
739	7672	96005
740	7678	95945
741	7686	95900
742	7692	95835
743	7698	95774
744	7707	95743
745	7716	95716
746	7723	95666
747	7730	95616
748	7738	95578
749	7745	95532
750	7752	95478
751	7758	95411
752	7769	95411
753	7777	95369
754	7785	95338
755	7793	95290
756	7801	95261
757	7809	95224
758	7815	95160
759	7827	95166
760	7836	95144
761	7845	95109
762	7854	95088
763	7864	95072
764	7873	95046
765	7880	95003
766	7888	94961
767	7894	94903
768	7903	94874
769	7913	94853
770	7921	94816
771	7927	94762
772	7934	94711
773	7942	94668
774	7948	94613
775	7956	94570
776	7968	94584
777	7977	94563
778	7984	94516
779	7992	94476
780	7999	94428
781	8005	94361
782	8015	94355
783	8029	94385
784	8038	94357
785	8048	94351
786	8055	94299
787	8066	94299
788	8074	94264
789	8083	94241
790	8091	94198
791	8098	94150
792	8108	94141
793	8115	94090
794	8121	94037
795	8130	94015
796	8139	93990
797	8147	93951
798	8157	93941
799	8166	93917
800	8174	93882
801	8181	93829
802	8186	93762
803	8195	93740
804	8203	93697
805	8214	93705
806	8221	93660
807	8231	93646
808	8245	93679
809	8254	93649
810	8264	93638
811	8276	93652
812	8283	93607
813	8292	93578
814	8301	93553
815	8309	93526
816	8316	93476
817	8325	93452
818	8334	93424
819	8342	93397
820	8348	93336
821	8359	93337
822	8367	93299
823	8376	93280
824	8385	93253
825	8394	93228
826	8402	93197
827	8410	93166
828	8422	93173
829	8439	93246
830	8447	93212
831	8457	93197
832	8467	93180
833	8477	93169
834	8488	93166
835	8496	93135
836	8507	93137
837	8519	93140
838	8526	93102
839	8537	93095
840	8544	93053
841	8554	93046
842	8564	93031
843	8573	93004
844	8581	92971
845	8588	92927
846	8595	92884
847	8604	92865
848	8612	92833
849	8622	92819
850	8630	92782
851	8639	92766
852	8651	92773
853	8665	92807
854	8676	92807
855	8687	92805
856	8696	92784
857	8703	92737
858	8708	92674
859	8716	92634
860	8722	92582
861	8729	92538
862	8736	92495
863	8744	92464
864	8754	92450
865	8766	92464
866	8775	92443
867	8786	92439
868	8800	92473
869	8809	92450
870	8822	92469
871	8833	92473
872	8844	92464
873	8854	92450
874	8864	92448
875	8877	92462
876	8888	92465
877	8901	92477
878	8915	92512
879	8924	92494
880	8933	92463
881	8942	92444
882	8950	92416
883	8958	92384
884	8969	92379
885	8977	92350
886	8983	92297
887	8990	92257
888	9003	92272
889	9016	92287
890	9026	92279
891	9034	92250
892	9059	92390
893	9069	92379
894	9081	92390
895	9088	92348
896	9097	92325
897	9107	92311
898	9115	92279
899	9124	92258
900	9133	92237
901	9143	92228
902	9153	92213
903	9164	92208
904	9174	92205
905	9186	92214
906	9200	92235
907	9211	92236
908	9219	92209
909	9234	92244
910	9246	92247
911	9261	92292
912	9278	92344
913	9289	92350
914	9300	92345
915	9315	92382
916	9323	92349
917	9336	92363
918	9349	92386
919	9360	92379
920	9373	92405
921	9381	92370
922	9393	92379
923	9404	92373
924	9413	92350
925	9425	92366
926	9434	92340
927	9448	92367
928	9462	92397
929	9475	92409
930	9487	92417
931	9499	92426
932	9507	92395
933	9522	92432
934	9535	92450
935	9543	92418
936	9555	92419
937	9564	92407
938	9573	92381
939	9583	92368
940	9591	92337
941	9601	92323
942	9610	92301
943	9619	92284
944	9625	92232
945	9637	92237
946	9650	92259
947	9667	92308
948	9677	92298
949	9688	92299
950	9699	92295
951	9707	92261
952	9719	92265
953	9730	92263
954	9738	92232
955	9747	92212
956	9753	92168
957	9760	92121
958	9768	92092
959	9780	92098
960	9786	92049
961	9798	92056
962	9806	92023
963	9816	92011
964	9821	91958
965	9831	91942
966	9842	91937
967	9850	91909
968	9857	91873
969	9868	91864
970	9879	91866
971	9888	91843
972	9901	91861
973	9912	91862
974	9920	91831
975	9933	91847
976	9942	91820
977	9950	91792
978	9961	91792
979	9970	91766
980	9980	91755
981	9994	91778
982	10001	91744
983	10013	91745
984	10022	91727
985	10032	91717
986	10040	91689
987	10050	91671
988	10063	91687
989	10073	91680
990	10089	91724
991	10097	91694
992	10110	91707
993	10118	91675
994	10130	91679
995	10135	91625
996	10142	91588
997	10148	91538
998	10157	91523
999	10165	91492
1000	10175	91477
1001	10182	91438
1002	10189	91402
1003	10197	91369
1004	10205	91344
1005	10212	91302
1006	10221	91282
1007	10230	91260
1008	10242	91270
1009	10252	91259
1010	10264	91264
1011	10281	91311
1012	10293	91320
1013	10303	91304
1014	10311	91281
1015	10325	91303
1016	10335	91288
1017	10343	91259
1018	10351	91232
1019	10360	91208
1020	10369	91189
1021	10376	91155
1022	10385	91133
1023	10394	91115
1024	10403	91096
1025	10409	91050
1026	10418	91029
1027	10427	91007
1028	10437	90998
1029	10445	90965
1030	10454	90947
1031	10477	91047
1032	10493	91086
1033	10515	91182
1034	10556	91437
1035	10586	91599
1036	10633	91904
1037	10642	91882
1038	10673	92056
1039	10690	92105
1040	10703	92117
1041	10717	92134
1042	10725	92103
1043	10733	92077
1044	10740	92035
1045	10747	92004
1046	10754	91966
1047	10762	91929
1048	10770	91902
1049	10782	91908
1050	10790	91881
1051	10803	91894
1052	10815	91896
1053	10824	91875
1054	10832	91848
1055	10841	91820
1056	10850	91801
1057	10860	91790
1058	10866	91746
1059	10880	91764
1060	10889	91740
1061	10901	91745
1062	10916	91775
1063	10927	91772
1064	10936	91749
1065	10945	91729
1066	10951	91690
1067	10962	91681
1068	10970	91656
1069	10979	91632
1070	10985	91589
1071	10997	91593
1072	11003	91542
1073	11029	91666
1074	11053	91765
1075	11068	91795
1076	11084	91837
1077	11101	91879
1078	11116	91905
1079	11140	92014
1080	11159	92072
1081	11180	92148
1082	11188	92121
1083	11209	92199
1084	11219	92189
1085	11229	92170
1086	11236	92137
1087	11250	92155
1088	11260	92145
1089	11268	92111
1090	11275	92077
1091	11285	92059
1092	11296	92059
1093	11315	92120
1094	11327	92122
1095	11339	92121
1096	11346	92089
1097	11358	92086
1098	11367	92069
1099	11381	92083
1100	11391	92070
1101	11401	92062
1102	11413	92060
1103	11422	92039
1104	11431	92021
1105	11440	91997
1106	11447	91962
1107	11455	91934
1108	11464	91909
1109	11472	91880
1110	11482	91867
1111	11492	91857
1112	11504	91858
1113	11515	91852
1114	11523	91827
1115	11536	91839
1116	11544	91808
1117	11553	91786
1118	11560	91749
1119	11568	91719
1120	11578	91705
1121	11587	91688
1122	11593	91647
1123	11603	91630
1124	11610	91595
1125	11621	91585
1126	11627	91540
1127	11634	91508
1128	11643	91491
1129	11652	91470
1130	11658	91425
1131	11666	91394
1132	11673	91357
1133	11682	91336
1134	11690	91311
1135	11702	91313
1136	11717	91342
1137	11725	91306
1138	11733	91282
1139	11742	91265
1140	11751	91238
1141	11761	91228
1142	11770	91208
1143	11778	91181
1144	11786	91155
1145	11795	91133
1146	11801	91090
1147	11808	91051
1148	11820	91053
1149	11829	91035
1150	11838	91016
1151	11847	90993
1152	11854	90961
1153	11863	90939
1154	11872	90916
1155	11888	90949
1156	11897	90932
1157	11916	90985
1158	11926	90979
1159	11934	90945
1160	11942	90924
1161	11949	90882
1162	11956	90851
1163	11965	90831
1164	11971	90787
1165	11983	90788
1166	11989	90749
1167	11996	90712
1168	12005	90693
1169	12015	90683
1170	12023	90650
1171	12031	90627
1172	12041	90612
1173	12049	90584
1174	12056	90554
1175	12064	90524
1176	12076	90529
1177	12084	90497
1178	12094	90485
1179	12103	90467
1180	12117	90488
1181	12128	90478
1182	12140	90484
1183	12147	90448
1184	12154	90417
1185	12162	90387
1186	12170	90357
1187	12179	90339
1188	12186	90307
1189	12196	90292
1190	12202	90254
1191	12209	90221
1192	12218	90198
1193	12225	90168
1194	12234	90144
1195	12240	90106
1196	12248	90078
1197	12256	90049
1198	12265	90034
1199	12279	90050
1200	12289	90039
1201	12297	90009
1202	12307	90001
1203	12324	90039
1204	12332	90009
1205	12341	89995
1206	12349	89966
1207	12358	89950
1208	12364	89906
1209	12376	89910
1210	12381	89862
1211	12390	89840
1212	12399	89821
1213	12408	89801
1214	12415	89772
1215	12423	89740
1216	12429	89700
1217	12437	89675
1218	12444	89642
1219	12452	89620
1220	12460	89589
1221	12471	89585
1222	12481	89577
1223	12489	89549
1224	12499	89536
1225	12506	89501
1226	12512	89466
1227	12529	89499
1228	12538	89482
1229	12546	89456
1230	12555	89437
1231	12562	89404
1232	12573	89399
1233	12581	89374
1234	12590	89359
1235	12599	89336
1236	12607	89311
1237	12615	89290
1238	12624	89268
1239	12635	89264
1240	12643	89239
1241	12650	89208
1242	12657	89176
1243	12667	89164
1244	12679	89161
1245	12689	89150
1246	12695	89113
1247	12706	89108
1248	12718	89110
1249	12732	89126
1250	12740	89102
1251	12749	89082
1252	12756	89054
1253	12766	89039
1254	12776	89029
1255	12782	88991
1256	12790	88961
1257	12798	88939
1258	12804	88896
1259	12812	88874
1260	12820	88849
1261	12829	88831
1262	12835	88792
1263	12843	88765
1264	12851	88741
1265	12861	88729
1266	12870	88712
1267	12879	88690
1268	12886	88662
1269	12894	88635
1270	12901	88606
1271	12912	88601
1272	12923	88595
1273	12936	88605
1274	12946	88594
1275	12954	88568
1276	12969	88594
1277	12976	88563
1278	12986	88550
1279	12997	88544
1280	13007	88532
1281	13016	88516
1282	13023	88483
1283	13031	88457
1284	13040	88442
1285	13050	88433
1286	13059	88411
1287	13067	88389
1288	13075	88365
1289	13083	88339
1290	13092	88321
1291	13098	88285
1292	13104	88246
1293	13114	88232
1294	13121	88202
1295	13129	88178
1296	13140	88176
1297	13150	88161
1298	13157	88134
1299	13167	88122
1300	13174	88089
1301	13182	88068
1302	13190	88042
1303	13198	88014
1304	13206	87991
1305	13212	87957
1306	13218	87918
1307	13226	87891
1308	13236	87879
1309	13243	87851
1310	13255	87855
1311	13262	87824
1312	13270	87797
1313	13276	87761
1314	13285	87742
1315	13291	87704
1316	13300	87687
1317	13309	87673
1318	13319	87659
1319	13329	87651
1320	13348	87697
1321	13358	87691
1322	13368	87677
1323	13376	87651
1324	13382	87616
1325	13392	87604
1326	13398	87572
1327	13406	87548
1328	13415	87529
1329	13423	87502
1330	13429	87469
1331	13436	87440
1332	13448	87437
1333	13457	87423
1334	13465	87401
1335	13472	87371
1336	13478	87333
1337	13485	87305
1338	13491	87263
1339	13499	87242
1340	13507	87216
1341	13519	87219
1342	13527	87196
1343	13552	87285
1344	13566	87301
1345	13577	87298
1346	13588	87293
1347	13599	87286
1348	13623	87364
1349	13636	87371
1350	13647	87371
1351	13674	87466
1352	13691	87504
1353	13700	87481
1354	13708	87460
1355	13719	87453
1356	13726	87428
1357	13749	87498
1358	13758	87480
1359	13769	87476
1360	13779	87467
1361	13788	87446
1362	13796	87422
1363	13804	87404
1364	13814	87390
1365	13820	87356
1366	13830	87342
1367	13835	87302
1368	13843	87278
1369	13849	87243
1370	13857	87215
1371	13865	87195
1372	13871	87157
1373	13879	87135
1374	13886	87103
1375	13894	87080
1376	13901	87052
1377	13911	87043
1378	13923	87042
1379	13929	87011
1380	13946	87044
1381	13959	87049
1382	13972	87058
1383	13979	87026
1384	13986	87001
1385	13992	86965
1386	14000	86939
1387	14008	86918
1388	14016	86894
1389	14023	86864
1390	14031	86842
1391	14039	86817
1392	14044	86780
1393	14057	86784
1394	14069	86784
1395	14075	86753
1396	14083	86726
1397	14090	86701
1398	14101	86695
1399	14108	86668
1400	14114	86628
1401	14123	86617
1402	14131	86593
1403	14145	86603
1404	14152	86579
1405	14178	86664
1406	14191	86674
1407	14210	86714
1408	14229	86762
1409	14243	86775
1410	14253	86764
1411	14261	86742
1412	14274	86747
1413	14283	86733
1414	14293	86720
1415	14304	86716
1416	14312	86692
1417	14321	86674
1418	14329	86655
1419	14339	86643
1420	14353	86658
1421	14359	86622
1422	14372	86627
1423	14384	86627
1424	14390	86594
1425	14398	86575
1426	14406	86551
1427	14414	86529
1428	14421	86499
1429	14427	86466
1430	14434	86436
1431	14439	86397
1432	14448	86377
1433	14454	86342
1434	14465	86337
1435	14470	86301
1436	14476	86267
1437	14484	86242
1438	14491	86211
1439	14500	86195
1440	14506	86164
1441	14514	86140
1442	14524	86129
1443	14538	86141
1444	14556	86182
1445	14572	86203
1446	14579	86176
1447	14589	86166
1448	14597	86146
1449	14604	86117
1450	14611	86085
1451	14617	86051
1452	14625	86028
1453	14634	86016
1454	14641	85988
1455	14652	85983
1456	14659	85953
1457	14666	85928
1458	14677	85925
1459	14687	85911
1460	14697	85904
1461	14703	85869
1462	14713	85857
1463	14722	85838
1464	14730	85816
1465	14742	85821
1466	14752	85810
1467	14767	85827
1468	14776	85809
1469	14783	85786
1470	14795	85788
1471	14801	85754
1472	14813	85756
1473	14821	85730
1474	14828	85705
1475	14837	85685
1476	14848	85681
1477	14858	85671
1478	14865	85646
1479	14872	85618
1480	14883	85614
1481	14894	85608
1482	14901	85582
1483	14911	85570
1484	14916	85533
1485	14926	85518
1486	14935	85505
1487	14947	85503
1488	14968	85557
1489	14981	85564
1490	14991	85557
1491	14997	85522
1492	15006	85505
1493	15013	85476
1494	15023	85466
1495	15035	85467
1496	15043	85446
1497	15050	85421
1498	15058	85399
1499	15072	85408
1500	15082	85397
1501	15091	85385
1502	15100	85369
1503	15110	85356
1504	15117	85332
1505	15124	85305
1506	15132	85282
1507	15138	85252
1508	15145	85220
1509	15155	85212
1510	15167	85210
1511	15180	85222
1512	15199	85257
1513	15210	85252
1514	15219	85241
1515	15227	85218
1516	15238	85214
1517	15246	85193
1518	15255	85176
1519	15261	85143
1520	15270	85125
1521	15275	85090
1522	15285	85078
1523	15295	85067
1524	15303	85047
1525	15309	85017
1526	15316	84988
1527	15322	84957
1528	15332	84947
1529	15338	84912
1530	15349	84905
1531	15355	84878
1532	15372	84905
1533	15384	84907
1534	15396	84906
1535	15404	84886
1536	15410	84853
1537	15421	84847
1538	15428	84820
1539	15437	84805
1540	15445	84783
1541	15455	84776
1542	15467	84774
1543	15475	84756
1544	15484	84737
1545	15492	84720
1546	15502	84706
1547	15510	84688
1548	15518	84663
1549	15525	84640
1550	15534	84624
1551	15542	84603
1552	15551	84587
1553	15560	84569
1554	15572	84570
1555	15583	84567
1556	15593	84557
1557	15602	84540
1558	15610	84520
1559	15616	84486
1560	15622	84456
1561	15629	84433
1562	15635	84399
1563	15643	84376
1564	15648	84341
1565	15659	84335
1566	15664	84302
1567	15671	84272
1568	15678	84245
1569	15683	84211
1570	15690	84182
1571	15696	84153
1572	15702	84123
1573	15713	84117
1574	15722	84100
1575	15727	84067
1576	15733	84035
1577	15743	84023
1578	15750	83996
1579	15763	84007
1580	15789	84078
1581	15797	84061
1582	15808	84057
1583	15813	84020
1584	15822	84003
1585	15830	83983
1586	15840	83975
1587	15846	83941
1588	15855	83926
1589	15861	83897
1590	15870	83880
1591	15876	83849
1592	15885	83833
1593	15890	83801
1594	15897	83771
1595	15904	83749
1596	15915	83744
1597	15929	83752
1598	15961	83858
1599	15986	83926
1600	16014	84013
1601	16024	84005
1602	16048	84068
1603	16071	84122
1604	16092	84170
1605	16119	84252
1606	16136	84279
1607	16159	84334
1608	16180	84383
1609	16233	84595
1610	16246	84602
1611	16259	84604
1612	16269	84597
1613	16290	84642
1614	16299	84624
1615	16307	84604
1616	16316	84591
1617	16326	84576
1618	16336	84567
1619	16344	84549
1620	16355	84540
1621	16364	84526
1622	16370	84493
1623	16378	84474
1624	16390	84472
1625	16407	84501
1626	16418	84492
1627	16431	84500
1628	16438	84472
1629	16447	84455
1630	16455	84435
1631	16462	84409
1632	16468	84380
1633	16479	84374
1634	16487	84354
1635	16495	84335
1636	16502	84305
1637	16509	84280
1638	16516	84257
1639	16526	84242
1640	16532	84214
1641	16541	84197
1642	16549	84176
1643	16557	84154
1644	16562	84121
1645	16567	84087
1646	16576	84071
1647	16584	84048
1648	16593	84036
1649	16600	84007
1650	16618	84040
1651	16631	84042
1652	16638	84015
1653	16646	83998
1654	16655	83984
1655	16663	83960
1656	16673	83952
1657	16680	83926
1658	16689	83910
1659	16696	83884
1660	16706	83876
1661	16715	83858
1662	16723	83837
1663	16730	83815
1664	16738	83793
1665	16743	83758
1666	16750	83730
1667	16758	83709
1668	16763	83676
1669	16771	83656
1670	16779	83637
1671	16786	83612
1672	16798	83611
1673	16806	83592
1674	16816	83581
