iter	Logloss
179	0.2747373018
180	0.2747370079
181	0.2746175109
182	0.2746173031
183	0.2746171659
184	0.2744157758
185	0.2744143453
186	0.2744143131
187	0.2744143131
188	0.2744143129
189	0.2744140794
190	0.2744072886
191	0.274196781
192	0.2741926286
193	0.2741803442
194	0.2741803072
195	0.2741084045
196	0.2741073602
197	0.2741016291
198	0.2740992676
199	0.2740992443
200	0.2740576556
201	0.2739863185
202	0.2739857244
203	0.2739807458
204	0.2739739182
205	0.2739739182
206	0.2739067973
207	0.2739067967
208	0.2738994776
209	0.2738914409
210	0.2738906927
211	0.2738887321
212	0.273886859
213	0.2738845304
214	0.2738816253
215	0.2738814786
216	0.2738679796
217	0.2738668983
218	0.2738652406
219	0.273864518
220	0.2738615855
221	0.2738597039
222	0.2738582122
223	0.2738090408
224	0.2738090313
225	0.2737262853
226	0.2737213708
227	0.273712455
228	0.2737096776
229	0.2737066543
230	0.2737065127
231	0.273692723
232	0.2736927146
233	0.2736926716
234	0.2736926011
235	0.2736847164
236	0.2736840349
237	0.2736840342
238	0.2736840275
239	0.2736840122
240	0.2736823932
241	0.273665682
242	0.2736601879
243	0.2736601529
244	0.2736599101
245	0.2736599098
246	0.273644302
247	0.2736434949
248	0.2736417964
249	0.2736404471
250	0.2735430365
251	0.273542535
252	0.2735400526
253	0.2734902504
254	0.2734775575
255	0.2734748983
256	0.2734697112
257	0.2734697082
258	0.2734684428
259	0.2734671462
260	0.2734665786
261	0.2734572154
262	0.2734521318
263	0.2734521289
264	0.2734521281
265	0.2734521267
266	0.2734505157
267	0.2732894499
268	0.2732210003
269	0.2731558809
270	0.2731557477
271	0.2731551403
272	0.2731545413
273	0.2731480466
274	0.2731480322
275	0.2731253009
276	0.2731199995
277	0.2731003936
278	0.2730870494
279	0.2730870446
280	0.2730816893
281	0.2730816813
282	0.2730731282
283	0.2730669549
284	0.273065892
285	0.273055926
286	0.2730553741
287	0.2730552648
288	0.272869846
289	0.2728590779
290	0.2727132764
291	0.2726958608
292	0.2726953898
293	0.2726921518
294	0.2726843552
295	0.2726843465
296	0.272679522
297	0.2726795192
298	0.2726794206
299	0.272673434
300	0.2726727456
301	0.2726660884
302	0.2726073145
303	0.2726026766
304	0.2725450021
305	0.2725449384
306	0.2725364513
307	0.2725364501
308	0.2725363516
309	0.2725358198
310	0.272526974
311	0.2725269733
312	0.2725262604
313	0.2725262602
314	0.2723776217
315	0.2723760236
316	0.2723758569
317	0.2723756147
318	0.2723751587
319	0.2723681095
320	0.2723674746
321	0.2723673985
322	0.2723673982
323	0.2723645468
324	0.2723561765
325	0.2723173872
326	0.2723168452
327	0.272316316
328	0.2723163149
329	0.2723128509
330	0.2723127587
331	0.272312629
332	0.272307873
333	0.272307182
334	0.272307182
335	0.2723045057
336	0.2723019141
337	0.2723017709
338	0.2722938648
339	0.272160949
340	0.2721581153
341	0.2721523453
342	0.2721522687
343	0.272152138
344	0.2721444704
345	0.2721437806
346	0.2721423092
347	0.2721339216
348	0.271962299
349	0.2719620743
350	0.2719578763
351	0.2719132754
352	0.2718425664
353	0.2717222691
354	0.2717206048
355	0.2717196859
356	0.2717159483
357	0.2715820134
358	0.2715000388
359	0.271500013
360	0.2715000022
361	0.2714785038
362	0.2714698543
363	0.2714657381
364	0.2714650333
365	0.2714629043
366	0.2713783374
367	0.2713783368
368	0.2713466797
369	0.2713382715
370	0.2713382647
371	0.2713368186
372	0.2713352152
373	0.2713285172
374	0.2713285169
375	0.2713263755
376	0.271324261
377	0.2711695679
378	0.2711681025
379	0.2711575148
380	0.271069787
381	0.2709397905
382	0.2709391793
383	0.2709163083
384	0.2709162986
385	0.2709162985
386	0.2708104274
387	0.2708094238
388	0.2708003728
389	0.2707066887
390	0.2707027588
391	0.2706974614
392	0.2706912063
393	0.2706813856
394	0.2706696149
395	0.2706560264
396	0.2705600896
397	0.2705600891
398	0.27053306
399	0.2705115236
400	0.2705114895
401	0.2705093446
402	0.270501163
403	0.2704449666
404	0.2704449554
405	0.2704373581
406	0.2704088681
407	0.2704088681
408	0.2704088681
409	0.2704074988
410	0.2703972068
411	0.2703945539
412	0.2703863043
413	0.2703854619
414	0.2703854605
415	0.270383895
416	0.2703838924
417	0.2703808426
418	0.2703807077
419	0.270349705
420	0.2703496779
421	0.270312406
422	0.2703123701
423	0.2702699498
424	0.270268919
425	0.2702114105
426	0.2702114085
427	0.270211189
428	0.2702099784
429	0.2702070248
430	0.2702058167
431	0.2701033012
432	0.2701016517
433	0.2701001048
434	0.2701001021
435	0.2701001003
436	0.27007315
437	0.2700731491
438	0.2700731486
439	0.270055885
440	0.2700558674
441	0.270052448
442	0.2700392789
443	0.2700232079
444	0.2700217306
445	0.2700217297
446	0.2700051014
447	0.2700041106
448	0.2699860942
449	0.2699820678
450	0.2699788231
451	0.269978821
452	0.2699786936
453	0.2699782862
454	0.2699510325
455	0.2699474421
456	0.2698916167
457	0.2698915783
458	0.2698908781
459	0.2698908777
460	0.2698908776
461	0.2698908748
462	0.2698892143
463	0.2698819678
464	0.2698819138
465	0.2698818118
466	0.2698811576
467	0.2698811317
468	0.2698796193
469	0.2698795862
470	0.2698795207
471	0.2698795206
472	0.2698781495
473	0.2698772989
474	0.2698525247
475	0.2698512404
476	0.2698121021
477	0.2698121021
478	0.2698097669
479	0.2697773158
480	0.2697771473
481	0.2697496696
482	0.2697483466
483	0.2696303328
484	0.2696294957
485	0.2696286595
486	0.2696003217
487	0.2695660473
488	0.2695660271
489	0.2695624398
490	0.2695601212
491	0.2695532756
492	0.2695532722
493	0.2695047778
494	0.2694561797
495	0.2694534983
496	0.2694534983
497	0.269453498
498	0.2694534978
499	0.2693625061
500	0.2693468948
501	0.2693468846
502	0.2693390497
503	0.269334305
504	0.2693343033
505	0.269332205
506	0.2693275904
507	0.26932522
508	0.2693252182
509	0.2693252177
510	0.2692988443
511	0.2692963337
512	0.2692963268
513	0.269285064
514	0.2692816396
515	0.2692438351
516	0.2692425941
517	0.2692425939
518	0.2692403825
519	0.2692397308
520	0.2692396956
521	0.2692393289
522	0.2692385677
523	0.2692187815
524	0.269216648
525	0.2692083188
526	0.2692046954
527	0.269203364
528	0.2692015452
529	0.2692009798
530	0.2691902007
531	0.2691901358
532	0.2691844601
533	0.2691753088
534	0.269151153
535	0.2691511345
536	0.2691402746
537	0.2691402712
538	0.2691335312
539	0.2690818792
540	0.2690818114
541	0.2690816601
542	0.2690814241
543	0.2690804985
544	0.2690804976
545	0.2690804875
546	0.2690013226
547	0.2690013193
548	0.2689116196
549	0.2688165849
550	0.26881407
551	0.2688140695
552	0.2688128246
553	0.2688113226
554	0.2688097649
555	0.2688097647
556	0.2688073692
557	0.2688011598
558	0.2687952294
559	0.268789569
560	0.2687895396
561	0.2687712414
562	0.2687668668
563	0.2687668601
564	0.2687668204
565	0.2687662099
566	0.2687662091
567	0.2687609205
568	0.2687609185
569	0.2687608974
570	0.2687561284
571	0.2687561198
572	0.2687561009
573	0.2687428878
574	0.2687405289
575	0.2687383979
576	0.2687139314
577	0.268672754
578	0.2686108417
579	0.2686071821
580	0.2686071705
581	0.2686071688
582	0.2685732311
583	0.268571482
584	0.2685713912
585	0.2685713902
586	0.2685713638
587	0.2685701942
588	0.2685701941
589	0.2685670148
590	0.268567014
591	0.2685669879
592	0.2685668877
593	0.2685668563
594	0.2685668563
595	0.2685667722
596	0.2685533865
597	0.2685422756
598	0.2685422681
599	0.2685403692
600	0.2685403571
601	0.2685403571
602	0.2684930571
603	0.2684930568
604	0.2684766133
605	0.2684759223
606	0.2684752057
607	0.2684751961
608	0.2684637499
609	0.2684637441
610	0.2684637282
611	0.2684402272
612	0.2684327297
613	0.2684305399
614	0.2684299982
615	0.2684299843
616	0.2684295171
617	0.2684258154
618	0.2684257141
619	0.2684256626
620	0.2683375482
621	0.2683100079
622	0.2682933331
623	0.2682933316
624	0.2682811639
625	0.2682811622
626	0.268257564
627	0.2682575576
628	0.2682573562
629	0.2682573551
630	0.2682552973
631	0.2680818608
632	0.2680818263
633	0.2680801948
634	0.2679093936
635	0.2678616312
636	0.267861627
637	0.2678614641
638	0.2678606975
639	0.2678606961
640	0.2678137607
641	0.2678121078
642	0.2678113989
643	0.2678113989
644	0.2677941418
645	0.2677941346
646	0.2677906508
647	0.2677906484
648	0.2677221013
649	0.2677220063
650	0.2677193859
651	0.2677179027
652	0.2677179024
653	0.2677151384
654	0.2676234921
655	0.2676230041
656	0.267623001
657	0.2676229988
658	0.2676208311
659	0.2676186948
660	0.267595334
661	0.2675774598
662	0.2675774532
663	0.2675774342
664	0.2675763956
665	0.2675314868
666	0.2675229646
667	0.2675229377
668	0.2674742957
669	0.2674731253
670	0.2674710556
671	0.2674703246
672	0.2674703215
673	0.267393744
674	0.2673493792
675	0.2673468681
676	0.2673326904
677	0.2673318737
678	0.2673318671
679	0.2673268047
680	0.2673255806
681	0.267324566
682	0.2673210591
683	0.2673202308
684	0.2672762727
685	0.2672742888
686	0.2672723756
687	0.2672588626
688	0.2672581975
689	0.2672581959
690	0.267258194
691	0.2672562139
692	0.267255706
693	0.267251841
694	0.2672518345
695	0.2672511595
696	0.2672511587
697	0.2672477417
698	0.2672465207
699	0.2672464021
700	0.2672462696
701	0.2672462693
702	0.2672462688
703	0.2672462315
704	0.2672450443
705	0.2672374411
706	0.2672374229
707	0.2672211029
708	0.2671751692
709	0.2671193684
710	0.2671145802
711	0.267114566
712	0.2671035311
713	0.2670897043
714	0.2670896163
715	0.2670895651
716	0.26708605
717	0.2670859225
718	0.2669877293
719	0.2669040693
720	0.2668867931
721	0.2668867898
722	0.2668835032
723	0.2668834768
724	0.266864914
725	0.2668649122
726	0.2668565676
727	0.26685616
728	0.2668561389
729	0.2668549697
730	0.2668549696
731	0.2668443304
732	0.2668438356
733	0.2668384744
734	0.2668310795
735	0.2668309831
736	0.2668230035
737	0.2667951886
738	0.2667671651
739	0.2667671631
740	0.2667671271
741	0.2667671265
742	0.2667671239
743	0.2667671168
744	0.2667150919
745	0.266708757
746	0.2667087529
747	0.2666988926
748	0.2666932358
749	0.2666903328
750	0.2666903327
751	0.2666903291
752	0.2666903157
753	0.2666870109
754	0.2666843634
755	0.2666597376
756	0.2666595507
757	0.266659017
758	0.266659017
759	0.2666457591
760	0.2666448608
761	0.2666448305
762	0.2666447024
763	0.2666445398
764	0.2666173291
765	0.2666171075
766	0.2666000053
767	0.2665998804
768	0.2665890094
769	0.2665663138
770	0.2665545594
771	0.266554551
772	0.2665545156
773	0.266552235
774	0.2665522345
775	0.2665509084
776	0.2665472909
777	0.2665303996
778	0.2665303917
779	0.2665277267
780	0.2665277267
781	0.2665277264
782	0.2665275456
783	0.2664676755
784	0.2664676375
785	0.2664676119
786	0.2664674969
787	0.2664665567
788	0.2664479265
789	0.266440281
790	0.2664386148
791	0.2664364969
792	0.2664024605
793	0.2664023348
794	0.2664009154
795	0.2664004255
796	0.2663914877
797	0.2663886603
798	0.2663856202
799	0.2663785156
800	0.2663762006
801	0.2663762005
802	0.2663761821
803	0.2663251397
804	0.2663189646
805	0.2663154887
806	0.2663154886
807	0.2663154883
808	0.2663108641
809	0.2663108453
810	0.2663104976
811	0.2662979271
812	0.2662940475
813	0.2662939689
814	0.2662370469
815	0.2662344135
816	0.2662344131
817	0.266228302
818	0.26622066
819	0.2661663175
820	0.2661663131
821	0.2661394931
822	0.2661389235
823	0.266096689
824	0.2660950885
825	0.2660924518
826	0.2660913859
827	0.2660837379
828	0.2660432931
829	0.2660337
830	0.2660336718
831	0.2660319423
832	0.2660120997
833	0.2660053078
834	0.266002465
835	0.2659983465
836	0.2659353817
837	0.2658737071
838	0.2658731627
839	0.265788147
840	0.2657832083
841	0.2657832019
842	0.265782857
843	0.26577182
844	0.2657681865
845	0.2657681799
846	0.2657325479
847	0.2657241526
848	0.2657158661
849	0.2657111378
850	0.2657107975
851	0.2657104614
852	0.2657048446
853	0.2657044735
854	0.2657033585
855	0.265613929
856	0.2656118869
857	0.2656118867
858	0.2656118865
859	0.2656117796
860	0.2656117796
861	0.2656117543
862	0.2656117482
863	0.2656117479
864	0.2655830723
865	0.2655570198
866	0.265557016
867	0.2655539852
868	0.2654910355
869	0.2654905238
870	0.265488868
871	0.2654568732
872	0.2654553968
873	0.2654552988
874	0.2654545093
875	0.2654544348
876	0.2654351521
877	0.2653974144
878	0.2653894036
879	0.2653893712
880	0.2653880735
881	0.2653832849
882	0.2653663242
883	0.265337512
884	0.2653304297
885	0.2653287385
886	0.2653286676
887	0.2653286674
888	0.2652887955
889	0.2652693438
890	0.2652648463
891	0.2652648461
892	0.2652634767
893	0.2652612962
894	0.2652257002
895	0.2652256979
896	0.26518243
897	0.2651818731
898	0.2651818717
899	0.2651793385
900	0.2651726842
901	0.2651726824
902	0.2651719857
903	0.2651719137
904	0.2651439555
905	0.2650741367
906	0.2650284722
907	0.2650266776
908	0.2650266739
909	0.2650225686
910	0.265021795
911	0.2650058318
912	0.2648679961
913	0.2648428905
914	0.264831077
915	0.2648214574
916	0.2648214572
917	0.2648169932
918	0.2648049442
919	0.2648048324
920	0.2647991204
921	0.264796368
922	0.2647950231
923	0.2647947482
924	0.2647947023
925	0.2647926293
926	0.2647926228
927	0.2646950866
928	0.2646822838
929	0.264681778
930	0.2646798564
931	0.2646650087
932	0.264654107
933	0.2646195756
934	0.2646142318
935	0.2646001362
936	0.2645596301
937	0.2645588654
938	0.2645350614
939	0.2645348096
940	0.2645348095
941	0.2645348094
942	0.2645311574
943	0.2645311559
944	0.2645309695
945	0.2645308083
946	0.2645272283
947	0.2645252587
948	0.2645252432
949	0.2645205463
950	0.2644934682
951	0.2644900783
952	0.264472625
953	0.2644685588
954	0.2644683621
955	0.2644683483
956	0.2644683475
957	0.2644683474
958	0.2644608188
959	0.2644584791
960	0.2644584791
961	0.2644080747
962	0.2644062878
963	0.2644046391
964	0.2644046381
965	0.2644045168
966	0.264404445
967	0.2644044442
968	0.2644044439
969	0.264404243
970	0.264404243
971	0.264398597
972	0.2643910507
973	0.2643909108
974	0.2643810697
975	0.2643444774
976	0.2643443214
977	0.2643266856
978	0.2643067646
979	0.2642976436
980	0.2642976436
981	0.2642959604
982	0.2642954512
983	0.2642779233
984	0.2642751797
985	0.2642747149
986	0.2642741377
987	0.2642728755
988	0.2642699095
989	0.2642656879
990	0.264247242
991	0.2642461649
992	0.2642356156
993	0.264233957
994	0.2642291375
995	0.2642291375
996	0.2642291369
997	0.2642291366
998	0.2641633352
999	0.2641626209
1000	0.2641356208
1001	0.2641202556
1002	0.2641202554
1003	0.2641144325
1004	0.2641083616
1005	0.2641083595
1006	0.2641083593
1007	0.264076477
1008	0.2640366321
1009	0.264025032
1010	0.264020063
1011	0.2640109995
1012	0.2640076833
1013	0.2640051223
1014	0.2640007804
1015	0.2639995717
1016	0.2639965554
1017	0.2639867582
1018	0.2639838263
1019	0.2639595719
1020	0.263957079
1021	0.2639543093
1022	0.263933573
1023	0.2639309096
1024	0.263854502
1025	0.2638543243
1026	0.2638526833
1027	0.2638252417
1028	0.2638230036
1029	0.2638230036
1030	0.2637508598
1031	0.2637363047
1032	0.2637337339
1033	0.2637287671
1034	0.2637122769
1035	0.2637121116
1036	0.2636872468
1037	0.2636871913
1038	0.2636834102
1039	0.2636833791
1040	0.263643987
1041	0.2636402942
1042	0.2636227844
1043	0.2636185336
1044	0.2636185332
1045	0.2636185317
1046	0.2636159774
1047	0.2636159754
1048	0.2635537418
1049	0.2634900852
1050	0.263487931
1051	0.2634698884
1052	0.2634692968
1053	0.2634449872
1054	0.2634443724
1055	0.2634218086
1056	0.2634167339
1057	0.263380251
1058	0.263380251
1059	0.2633684225
1060	0.263368295
1061	0.2633636265
1062	0.263361131
1063	0.2633087992
1064	0.2632996719
1065	0.2632497578
1066	0.2632489606
1067	0.2632489582
1068	0.2632316872
1069	0.263229376
1070	0.2632293227
1071	0.2632245376
1072	0.2632245364
1073	0.2632139235
1074	0.2632139228
1075	0.263211594
1076	0.2632093089
1077	0.2632083027
1078	0.2632083027
1079	0.2632051216
1080	0.2632024314
1081	0.263165365
1082	0.2631653584
1083	0.2631607607
1084	0.2631581168
1085	0.2631581085
1086	0.2631562097
1087	0.2631540813
1088	0.2631540811
1089	0.2631520864
1090	0.263150172
1091	0.2631485348
1092	0.2631482466
1093	0.2631392769
1094	0.2631392767
1095	0.263137664
1096	0.2631358579
1097	0.2631350311
1098	0.2631328472
1099	0.2631190723
1100	0.2630917193
1101	0.2630868369
1102	0.2630810723
1103	0.263081031
1104	0.2629986933
1105	0.2629942867
1106	0.2629942825
1107	0.2629936869
1108	0.2629783568
1109	0.2629783326
1110	0.2629744382
1111	0.2629728333
1112	0.2629699919
1113	0.2629699799
1114	0.2629699797
1115	0.262968226
1116	0.2629656795
1117	0.2629656626
1118	0.2629656365
1119	0.2629639108
1120	0.262939051
1121	0.2629325846
1122	0.2629325764
1123	0.2629302947
1124	0.262928596
1125	0.2628986366
1126	0.2628986364
1127	0.2628967601
1128	0.2628896555
1129	0.2628875993
1130	0.2628875919
1131	0.2628859211
1132	0.2628859064
1133	0.2628854792
1134	0.2628838537
1135	0.2628818503
1136	0.2628798141
1137	0.2628792213
1138	0.2628785335
1139	0.2628706873
1140	0.2628687381
1141	0.2628577023
1142	0.2628257836
1143	0.2628257547
1144	0.2628250745
1145	0.2628250041
1146	0.2628250041
1147	0.2628250041
1148	0.2627782718
1149	0.2627756994
1150	0.2627734066
1151	0.2627315807
1152	0.2627295611
1153	0.2627136236
1154	0.2627122165
1155	0.2627093793
1156	0.262706084
1157	0.262704382
1158	0.2627043396
1159	0.2627043289
1160	0.2627024163
1161	0.262702408
1162	0.2626951678
1163	0.2626951011
1164	0.2626951008
1165	0.2626934948
1166	0.2626916512
1167	0.2626870537
1168	0.2626747262
1169	0.2626343808
1170	0.2626328214
1171	0.2626229115
1172	0.2626215075
1173	0.2626214037
1174	0.2626213984
1175	0.2626196689
1176	0.2626146392
1177	0.2626143058
1178	0.2626137358
1179	0.2626136892
1180	0.2626025016
1181	0.2625881887
1182	0.2625374208
1183	0.2625374204
1184	0.2625374203
1185	0.2625371624
1186	0.2625154337
1187	0.2625154334
1188	0.262508155
1189	0.2625056508
1190	0.2625053968
1191	0.2624402579
1192	0.2624394137
1193	0.262439407
1194	0.2624337143
1195	0.262433712
1196	0.2624316607
1197	0.2624312693
1198	0.2624292557
1199	0.2624229862
1200	0.2624108956
1201	0.2624108948
1202	0.2624104978
1203	0.2624077206
1204	0.262407712
1205	0.2624077098
1206	0.2624071479
1207	0.2624060841
1208	0.2624060687
1209	0.2624044203
1210	0.2624044203
1211	0.2623984565
1212	0.2623865409
1213	0.2623816232
1214	0.2623429456
1215	0.2623429422
1216	0.2623428521
1217	0.262335223
1218	0.2623337341
1219	0.2623168902
1220	0.2622745989
1221	0.2622644399
1222	0.262261961
1223	0.2622577199
1224	0.2622571577
1225	0.2622571575
1226	0.2622571569
1227	0.2622459351
1228	0.2622382475
1229	0.2622381611
1230	0.2621943362
1231	0.2621943355
1232	0.2621701069
1233	0.2621560161
1234	0.2621298957
1235	0.2621210063
1236	0.2621209007
1237	0.2620907687
1238	0.2620783497
1239	0.2620683776
1240	0.2620573389
1241	0.2620573198
1242	0.2620548644
1243	0.2620489509
1244	0.2620229789
1245	0.261980452
1246	0.2619804499
1247	0.2619763717
1248	0.261973215
1249	0.2619732128
1250	0.2619590526
1251	0.2619582421
1252	0.2619270529
1253	0.2619209613
1254	0.2619187497
1255	0.2619187493
1256	0.2619159185
1257	0.2619077573
1258	0.2619077554
1259	0.2619002724
1260	0.2618913258
1261	0.2618808576
1262	0.2618808531
1263	0.2618500281
1264	0.2617987514
1265	0.2617968332
1266	0.2617828551
1267	0.2617828207
1268	0.2617801273
1269	0.2617789316
1270	0.2617789184
1271	0.2617428765
1272	0.2617066149
1273	0.2617059814
1274	0.2617045749
1275	0.2617042917
1276	0.261670761
1277	0.2616685006
1278	0.261667064
1279	0.261591026
1280	0.2615665061
1281	0.2615582958
1282	0.2615578353
1283	0.2615578307
1284	0.2615566698
1285	0.2615357849
1286	0.2615346922
1287	0.2615346919
1288	0.2615343987
1289	0.2615334633
1290	0.261533433
1291	0.2615323534
1292	0.2615323534
1293	0.2615315954
1294	0.2615315792
1295	0.2615315792
1296	0.2615315791
1297	0.2615315606
1298	0.2615314894
1299	0.2615313352
1300	0.2615312926
1301	0.2615295464
1302	0.2615252564
1303	0.2615206525
1304	0.2615199019
1305	0.2615199014
1306	0.261519901
1307	0.2615196801
1308	0.2615164437
1309	0.2615147674
1310	0.2615123353
1311	0.26150908
1312	0.2615077573
1313	0.2615077549
1314	0.2615000244
1315	0.2615000012
1316	0.2614986257
1317	0.2614985896
1318	0.2614967546
1319	0.2614954241
1320	0.261485351
1321	0.261485275
1322	0.2614852747
1323	0.2614852737
1324	0.2614852363
1325	0.2614019814
1326	0.2614018682
1327	0.2613792402
1328	0.2613660737
1329	0.2613649384
1330	0.2613648708
1331	0.2613637088
1332	0.2613625423
1333	0.2613532215
1334	0.2611941054
1335	0.261183969
1336	0.2611839689
1337	0.2611838621
1338	0.2611838599
1339	0.2611827942
1340	0.2611818481
1341	0.2611710261
1342	0.261170092
1343	0.261100637
1344	0.261098789
1345	0.2610833745
1346	0.2610833745
1347	0.2610833547
1348	0.2610822436
1349	0.2610813577
1350	0.2610792943
1351	0.2610792869
1352	0.2610739332
1353	0.2610739172
1354	0.2610723779
1355	0.2610713557
1356	0.2610713534
1357	0.2610666553
1358	0.2610628088
1359	0.2610628031
1360	0.2610596549
1361	0.2610592685
1362	0.2610590329
1363	0.2610547205
1364	0.2610532331
1365	0.2610522869
1366	0.2610323988
1367	0.2610323968
1368	0.2610323968
1369	0.2610323788
1370	0.2610323785
1371	0.2610318819
1372	0.2610318819
1373	0.2610315589
1374	0.2610284684
1375	0.2610201416
1376	0.2609851739
1377	0.2609527703
1378	0.260937778
1379	0.2609377775
1380	0.2609362911
1381	0.2609355022
1382	0.2609212691
1383	0.2609178103
1384	0.2609177933
1385	0.260917763
1386	0.2609177125
1387	0.2609161854
1388	0.2609082743
1389	0.2609082742
1390	0.2608879249
1391	0.2608879249
1392	0.2608879249
1393	0.2608441764
1394	0.2608354587
1395	0.2608354568
1396	0.2608345279
1397	0.2608345276
1398	0.2608167219
1399	0.2608166163
1400	0.2608166163
1401	0.2608157314
1402	0.260812585
1403	0.260812585
1404	0.2608125816
1405	0.2608113743
1406	0.2608097464
1407	0.2608093028
1408	0.2608089414
1409	0.2608085936
1410	0.2608078993
1411	0.2608078993
1412	0.2607914588
1413	0.2607901121
1414	0.2607889586
1415	0.2607868117
1416	0.2607865432
1417	0.2607861687
1418	0.26078531
1419	0.2607852264
1420	0.2607846735
1421	0.2607846734
1422	0.2607742156
1423	0.260771272
1424	0.2607710941
1425	0.2607649966
1426	0.2607561259
1427	0.2607488753
1428	0.2607488704
1429	0.260748868
1430	0.2607477784
1431	0.2607477756
1432	0.2607475804
1433	0.2607469838
1434	0.260746059
1435	0.2607460556
1436	0.2607460444
1437	0.2607459481
1438	0.2607422684
1439	0.2607416077
1440	0.260741042
1441	0.2607404194
1442	0.2606848201
1443	0.2606642733
1444	0.2606447079
1445	0.2606229122
1446	0.2606229094
1447	0.2606223853
1448	0.2606223595
1449	0.2606181599
1450	0.2606181587
1451	0.2606181581
1452	0.2606136213
1453	0.2605959814
1454	0.2605958653
1455	0.2605885527
1456	0.2605885444
1457	0.2605856182
1458	0.260544815
1459	0.2605290679
1460	0.2605255894
1461	0.2605255744
1462	0.2604855741
1463	0.2604844714
1464	0.2604795685
1465	0.2604789311
1466	0.2604463004
1467	0.2604278039
1468	0.2604277701
1469	0.26042683
1470	0.2603341463
1471	0.2603341035
1472	0.2603142413
1473	0.2603142277
1474	0.2603141733
1475	0.26030941
1476	0.2602906736
1477	0.2602261625
1478	0.2602250835
1479	0.2602250457
1480	0.2601990948
1481	0.2601836083
1482	0.2601834564
1483	0.2601720992
1484	0.2601720686
1485	0.2601451745
1486	0.2601440557
1487	0.2600933592
1488	0.2600583233
1489	0.2599903463
1490	0.2599903461
1491	0.259990346
1492	0.259990346
1493	0.2599902056
1494	0.2599894931
1495	0.2599886851
1496	0.2599885128
1497	0.259988503
1498	0.2599885024
1499	0.2599628611
1500	0.2599515403
1501	0.2599424957
1502	0.2599223991
1503	0.2599082383
1504	0.259908233
1505	0.259908233
1506	0.2599082012
1507	0.2599082009
1508	0.2599082008
1509	0.259906543
1510	0.2598715668
1511	0.2598698992
1512	0.2598698878
1513	0.2598698819
1514	0.2598698702
1515	0.259857429
