iter	Logloss
1516	0.2598572385
1517	0.2598564685
1518	0.2598562907
1519	0.2598562903
1520	0.2598562321
1521	0.2598562316
1522	0.2598542124
1523	0.2598511459
1524	0.2598507011
1525	0.2598491867
1526	0.2598491853
1527	0.2598491734
1528	0.2598484448
1529	0.2598483964
1530	0.2598370786
1531	0.2598370781
1532	0.2598370664
1533	0.2598245214
1534	0.2597833283
1535	0.2597799327
1536	0.2597799318
1537	0.2597579498
1538	0.2597579489
1539	0.2597579204
1540	0.2597578896
1541	0.2597437688
1542	0.2597423665
1543	0.2597423659
1544	0.2597423311
1545	0.2597414627
1546	0.2597412159
1547	0.2597399042
1548	0.259739904
1549	0.2597398375
1550	0.259738766
1551	0.2597387536
1552	0.2597387534
1553	0.2597387246
1554	0.2597384729
1555	0.2597384618
1556	0.2597384555
1557	0.2597278893
1558	0.2597278878
1559	0.2597278792
1560	0.2597278792
1561	0.259727728
1562	0.2597277224
1563	0.2597267221
1564	0.2597267217
1565	0.2597259292
1566	0.2597259281
1567	0.2597259276
1568	0.2597259146
1569	0.2597258907
1570	0.2597258832
1571	0.259725781
1572	0.259725781
1573	0.2597257487
1574	0.2597244456
1575	0.2597244453
1576	0.2597243903
1577	0.2597106554
1578	0.2597106554
1579	0.2596539338
1580	0.2596465501
1581	0.259633588
1582	0.2595592987
1583	0.2595592971
1584	0.2595560595
1585	0.2595522156
1586	0.2595259423
1587	0.2595259423
1588	0.2595259423
1589	0.2595256255
1590	0.2595234869
1591	0.259523482
1592	0.259521864
1593	0.2595218584
1594	0.259521449
1595	0.2595214482
1596	0.2595081779
1597	0.259506708
1598	0.2594494206
1599	0.2594418897
1600	0.2594405605
1601	0.2594405598
1602	0.2594396208
1603	0.2594396178
1604	0.2594396174
1605	0.2594361674
1606	0.2594349082
1607	0.2594193114
1608	0.2594192902
1609	0.2594043944
1610	0.2594026809
1611	0.2593996903
1612	0.2593995625
1613	0.2593557295
1614	0.2593556985
1615	0.2593556976
1616	0.2593544051
1617	0.2593512298
1618	0.2593507209
1619	0.2593507209
1620	0.2593433399
1621	0.2593373601
1622	0.2593373431
1623	0.2593373332
1624	0.2593373038
1625	0.2593371465
1626	0.2593363986
1627	0.2593310473
1628	0.2593310473
1629	0.259330226
1630	0.259326247
1631	0.2593262419
1632	0.2593262412
1633	0.2593254037
1634	0.2593247222
1635	0.2593205598
1636	0.2593205571
1637	0.2593205568
1638	0.2593091693
1639	0.2592670467
1640	0.2592665126
1641	0.2592424045
1642	0.2592086697
1643	0.2592085021
1644	0.2592084996
1645	0.2592084542
1646	0.2592079706
1647	0.2592071878
1648	0.2592071612
1649	0.2592071388
1650	0.2592063611
1651	0.2592056071
1652	0.2592050449
1653	0.2592038528
1654	0.2591957287
1655	0.259193137
1656	0.2591716895
1657	0.2591716829
1658	0.259171642
1659	0.2591699904
1660	0.2591551462
1661	0.2591433546
1662	0.2591263713
1663	0.2591112758
1664	0.2591110963
1665	0.2591110921
1666	0.2591104259
1667	0.2590315413
1668	0.2590315405
1669	0.2590274802
1670	0.2590274797
1671	0.2590274696
1672	0.2589994882
1673	0.2589984391
1674	0.2589984389
1675	0.2589592152
1676	0.2589592148
1677	0.2589592085
1678	0.2589590971
1679	0.2589280586
1680	0.2589198176
1681	0.2589198175
1682	0.2589187349
1683	0.258918376
1684	0.2589183747
1685	0.258876857
1686	0.2588652358
1687	0.258865235
1688	0.2588652345
1689	0.2588652345
1690	0.2588578796
1691	0.2588462861
1692	0.2588277873
1693	0.2588168315
1694	0.2588024611
1695	0.2587923001
1696	0.2587922996
1697	0.2587922963
1698	0.2587686438
1699	0.2587373168
1700	0.2587159602
1701	0.2587058371
1702	0.2587054405
1703	0.2587054399
1704	0.2587054395
1705	0.2586893552
1706	0.2586532117
1707	0.2586375903
1708	0.2586322869
1709	0.2586321112
1710	0.2586049176
1711	0.258604827
1712	0.2585748603
1713	0.2585660945
1714	0.2585660525
1715	0.2585493543
1716	0.2585196483
1717	0.2585083386
1718	0.2585063699
1719	0.2585063609
1720	0.2585063608
1721	0.2585063475
1722	0.2584116558
1723	0.2584116549
1724	0.2584116541
1725	0.2584101501
1726	0.2583859305
1727	0.2583787183
1728	0.258378613
1729	0.2583786119
1730	0.2583757654
1731	0.2583757512
1732	0.2583313826
1733	0.2583293982
1734	0.25832939
1735	0.2583236377
1736	0.2583216876
1737	0.2583192073
1738	0.2583191193
1739	0.2583191192
1740	0.2583124853
1741	0.2583124547
1742	0.2583124546
1743	0.2583028615
1744	0.258299592
1745	0.2582986163
1746	0.2582986163
1747	0.2582981768
1748	0.258256809
1749	0.2582558586
1750	0.2582558548
1751	0.2582358792
1752	0.2582350156
1753	0.2582336968
1754	0.2582175893
1755	0.2582056209
1756	0.2582056088
1757	0.2582056042
1758	0.258205603
1759	0.258205602
1760	0.2582055242
1761	0.258204045
1762	0.2582040448
1763	0.2581930096
1764	0.2581930038
1765	0.2581918062
1766	0.2581918057
1767	0.2581917832
1768	0.2581917729
1769	0.2581917386
1770	0.258191666
1771	0.258191656
1772	0.258191583
1773	0.258191582
1774	0.2581915818
1775	0.258181298
1776	0.2581692395
1777	0.2581692333
1778	0.258167963
1779	0.2581620739
1780	0.2581620735
1781	0.2581545637
1782	0.2581462025
1783	0.2581461994
1784	0.2581340941
1785	0.2581290696
1786	0.2581290583
1787	0.2581290552
1788	0.2581290212
1789	0.2581209222
1790	0.2581188279
1791	0.2581055966
1792	0.2581015463
1793	0.2581014433
1794	0.2581014433
1795	0.2581003042
1796	0.2581003041
1797	0.2580923927
1798	0.2580801316
1799	0.2580801316
1800	0.2580801141
1801	0.2580801141
1802	0.2580800745
1803	0.2580770925
1804	0.2580755629
1805	0.258024188
1806	0.2580057014
1807	0.2580034886
1808	0.2580034821
1809	0.2580034818
1810	0.2580033842
1811	0.2580032991
1812	0.2580026026
1813	0.2580016921
1814	0.2579427886
1815	0.2579427881
1816	0.2579288733
1817	0.2579288733
1818	0.257928812
1819	0.2579288119
1820	0.2579288117
1821	0.2579288117
1822	0.2578739588
1823	0.2578739472
1824	0.2578739459
1825	0.2578739444
1826	0.2578738622
1827	0.2578738436
1828	0.2578655837
1829	0.2578652749
1830	0.2578589583
1831	0.2578589465
1832	0.2578334367
1833	0.2578334358
1834	0.2578131229
1835	0.2578131197
1836	0.2578130344
1837	0.2578130309
1838	0.2578093284
1839	0.2578076945
1840	0.2578076943
1841	0.257803095
1842	0.2577998833
1843	0.2577998809
1844	0.257799875
1845	0.2577895573
1846	0.2577895556
1847	0.2577749921
1848	0.2577478995
1849	0.2577462538
1850	0.2577462538
1851	0.2577392993
1852	0.2577377239
1853	0.2577376897
1854	0.2577376885
1855	0.2577369748
1856	0.2577346262
1857	0.2577160179
1858	0.2576723397
1859	0.2576697096
1860	0.2576622989
1861	0.2576606724
1862	0.2576569191
1863	0.2576547395
1864	0.2576542731
1865	0.2576481727
1866	0.2576474183
1867	0.2576336521
1868	0.2576336181
1869	0.2576192395
1870	0.257617564
1871	0.2576175638
1872	0.2575588144
1873	0.2575487313
1874	0.2575486831
1875	0.2575475116
1876	0.2575475114
1877	0.2575475112
1878	0.2575475111
1879	0.2575406243
1880	0.2575406242
1881	0.2575386871
1882	0.2575386865
1883	0.2575386864
1884	0.2575370957
1885	0.2574623934
1886	0.2574521444
1887	0.2574307018
1888	0.2574307018
1889	0.2574307017
1890	0.2574085314
1891	0.2573796052
1892	0.2573769163
1893	0.257376837
1894	0.2573767849
1895	0.2573604299
1896	0.2573604259
1897	0.2573551242
1898	0.2573025356
1899	0.2573025306
1900	0.2572937431
1901	0.2572936302
1902	0.2572936291
1903	0.257293627
1904	0.2572936264
1905	0.2572935504
1906	0.2572934459
1907	0.2572934452
1908	0.2572787564
1909	0.2572758003
1910	0.2572706761
1911	0.2572706699
1912	0.257266243
1913	0.2572662349
1914	0.257266232
1915	0.2572567538
1916	0.2571885151
1917	0.257187579
1918	0.257187579
1919	0.2571789979
1920	0.2571694183
1921	0.2571590519
1922	0.2571590511
1923	0.2571558835
1924	0.257155875
1925	0.2571444391
1926	0.2571442165
1927	0.2571275215
1928	0.2571158734
1929	0.2571157702
1930	0.25711577
1931	0.2571157438
1932	0.2571105962
1933	0.257109676
1934	0.2570934251
1935	0.2570934246
1936	0.2570933671
1937	0.2570933664
1938	0.2570921624
1939	0.2570921624
1940	0.2570917157
1941	0.2570900651
1942	0.2570877139
1943	0.2570778803
1944	0.2570695703
1945	0.2570647252
1946	0.2570647223
1947	0.2570646771
1948	0.2570646571
1949	0.2570646172
1950	0.2570385785
1951	0.257038566
1952	0.2570363055
1953	0.2570324315
1954	0.257023605
1955	0.2570156912
1956	0.257015691
1957	0.257015112
1958	0.2570095778
1959	0.2570095778
1960	0.2570089866
1961	0.2570089866
1962	0.2570089106
1963	0.2570022397
1964	0.257002239
1965	0.2570022296
1966	0.2570022288
1967	0.2570022156
1968	0.2569831657
1969	0.2569650631
1970	0.2569616378
1971	0.256961637
1972	0.256961538
1973	0.256961532
1974	0.2569287103
1975	0.2569279352
1976	0.2569279253
1977	0.2569278503
1978	0.256913197
1979	0.256913191
1980	0.2569107966
1981	0.256909983
1982	0.2568178404
1983	0.2567791375
1984	0.2567337612
1985	0.2567193217
1986	0.2567193072
1987	0.2567089554
1988	0.2567089553
1989	0.2567045736
1990	0.2566920343
1991	0.2566890018
1992	0.2566772436
1993	0.2566469802
1994	0.2566469791
1995	0.2566469639
1996	0.2566424597
1997	0.2566424162
1998	0.2566415356
1999	0.2566398349
2000	0.2566143525
2001	0.2566131857
2002	0.2566131569
2003	0.2565942177
2004	0.2565942131
2005	0.25658216
2006	0.2565799882
2007	0.2565014108
2008	0.2564962038
2009	0.2564908881
2010	0.2564755452
2011	0.2564476575
2012	0.2564475996
2013	0.2564419012
2014	0.2564419011
2015	0.2564417644
2016	0.2564417643
2017	0.256414854
2018	0.2564143489
2019	0.2564143475
2020	0.2564123609
2021	0.2564060264
2022	0.2564060262
2023	0.2563927004
2024	0.2563918476
2025	0.2563918469
2026	0.256391578
2027	0.2563915766
2028	0.2563915697
2029	0.2563915667
2030	0.2563915666
2031	0.2563906237
2032	0.256390574
2033	0.2563865568
2034	0.2563820865
2035	0.2563742895
2036	0.2563451843
2037	0.256341056
2038	0.256341033
2039	0.2562775949
2040	0.256274539
2041	0.2562527568
2042	0.2562477902
2043	0.2562470121
2044	0.2562469397
2045	0.2562086705
2046	0.2562079503
2047	0.2562079503
2048	0.2562079502
2049	0.2562068123
2050	0.2561980582
2051	0.2561723542
2052	0.2561662928
2053	0.2561162125
2054	0.256116208
2055	0.2561161684
2056	0.256114788
2057	0.2560573483
2058	0.2560563885
2059	0.2560345769
2060	0.256032779
2061	0.2560292718
2062	0.2560292678
2063	0.2560262073
2064	0.2560234083
2065	0.2559499887
2066	0.255949987
2067	0.2559293676
2068	0.2559197245
2069	0.2559196654
2070	0.2559101523
2071	0.2559089529
2072	0.2559064045
2073	0.2559063805
2074	0.2559052429
2075	0.2559049018
2076	0.2559032098
2077	0.2558579997
2078	0.2558579995
2079	0.2558567223
2080	0.2558565077
2081	0.2558518105
2082	0.2558518091
2083	0.2558517742
2084	0.2558439137
2085	0.2558401276
2086	0.2558390105
2087	0.2558390016
2088	0.2558317027
2089	0.2558316681
2090	0.2558315128
2091	0.2558314144
2092	0.2558314126
2093	0.2558198699
2094	0.2558127102
2095	0.2557894749
2096	0.2557557335
2097	0.2557545909
2098	0.2557516729
2099	0.2557373161
2100	0.2557373014
2101	0.2557373013
2102	0.2557354636
2103	0.2557348561
2104	0.2557313723
2105	0.2557234688
2106	0.255723411
2107	0.2557220404
2108	0.2557220218
2109	0.2557209875
2110	0.2557135097
2111	0.2556978723
2112	0.2556953544
2113	0.2556938735
2114	0.2556932166
2115	0.2556873919
2116	0.2556861587
2117	0.2556775537
2118	0.2556729656
2119	0.2556219241
2120	0.2556196167
2121	0.2556195997
2122	0.2556083116
2123	0.2556083116
2124	0.2555668127
2125	0.2555410359
2126	0.2555027109
2127	0.2554893322
2128	0.2554893321
2129	0.2554771718
2130	0.2554771615
2131	0.2554771611
2132	0.2554700325
2133	0.2554621283
2134	0.2554536553
2135	0.2554350841
2136	0.2554350666
2137	0.2554258479
2138	0.2554258421
2139	0.2554245112
2140	0.2554021607
2141	0.2553870666
2142	0.2553862043
2143	0.2553860511
2144	0.255385983
2145	0.2553809329
2146	0.2553734637
2147	0.2553734631
2148	0.2553706994
2149	0.2553499501
2150	0.2553454148
2151	0.2552773045
2152	0.2552757653
2153	0.2552745933
2154	0.2552745672
2155	0.2552728627
2156	0.2552705144
2157	0.2552545017
2158	0.2552519322
2159	0.2552455204
2160	0.255245144
2161	0.2552451428
2162	0.2552108899
2163	0.2551867177
2164	0.2551824437
2165	0.2551756167
2166	0.2551753849
2167	0.2551513052
2168	0.2551358721
2169	0.2551149658
2170	0.255107323
2171	0.255072076
2172	0.2550720736
2173	0.2550720658
2174	0.2550709735
2175	0.2550702697
2176	0.2550702207
2177	0.2550675102
2178	0.2550674283
2179	0.2550673602
2180	0.2550673426
2181	0.2550549681
2182	0.2550547823
2183	0.2550546151
2184	0.2550545563
2185	0.2550545034
2186	0.255054503
2187	0.2550544502
2188	0.2550517053
2189	0.2550222023
2190	0.2550221764
2191	0.2550199766
2192	0.255013156
2193	0.2550126949
2194	0.2549762973
2195	0.2549409035
2196	0.2549408978
2197	0.2549407412
2198	0.2549158821
2199	0.2548967339
2200	0.2548905645
2201	0.254890556
2202	0.2548905036
2203	0.2548876375
2204	0.2548876281
2205	0.2548876107
2206	0.2548876078
2207	0.2548875344
2208	0.2548874836
2209	0.2548843483
2210	0.2548843006
2211	0.2548842993
2212	0.2548841629
2213	0.2548841418
2214	0.25488414
2215	0.2548810441
2216	0.2548757254
2217	0.2548553311
2218	0.2548553211
2219	0.2548553206
2220	0.2548552674
2221	0.2548552511
2222	0.254855251
2223	0.2548548957
2224	0.2548361569
2225	0.2548339742
2226	0.2548116187
2227	0.2548116179
2228	0.2548116177
2229	0.2548115333
2230	0.2547508686
2231	0.254697865
2232	0.2546978615
2233	0.2546978596
2234	0.2546888454
2235	0.2546887624
2236	0.2546875683
2237	0.2546835309
2238	0.2546615859
2239	0.2546554122
2240	0.2546542689
2241	0.2546503794
2242	0.2546503758
2243	0.2546503757
2244	0.2546435308
2245	0.2546435307
2246	0.2546383137
2247	0.2545344711
2248	0.2545344707
2249	0.2545341176
2250	0.2545337773
2251	0.254533777
2252	0.2545153115
2253	0.2545094135
2254	0.2545088505
2255	0.2544997299
2256	0.2544997297
2257	0.2544997297
2258	0.2544996869
2259	0.2544996498
2260	0.254499579
2261	0.2544968309
2262	0.2544966141
2263	0.2544964647
2264	0.2544964201
2265	0.2544949813
2266	0.2544940835
2267	0.2544920694
2268	0.254490138
2269	0.2544887843
2270	0.2544766955
2271	0.2544766952
2272	0.2544752066
2273	0.2544751881
2274	0.2544751763
2275	0.2544564266
2276	0.2544564254
2277	0.2544447659
2278	0.2544393634
2279	0.2544383949
2280	0.2544295889
2281	0.2544286968
2282	0.2544286799
2283	0.254408317
2284	0.2544047918
2285	0.2544047897
2286	0.2543523295
2287	0.2543522898
2288	0.2543474873
2289	0.2543404085
2290	0.254340254
2291	0.2543311231
2292	0.2543311054
2293	0.2543310881
2294	0.2543269258
2295	0.2543188032
2296	0.2543188016
2297	0.2543187952
2298	0.254318788
2299	0.2543181256
2300	0.2543141918
2301	0.2543117441
2302	0.2543115459
2303	0.2543115309
2304	0.2543071463
2305	0.2543071423
2306	0.2543062064
2307	0.254306206
2308	0.2543061914
2309	0.2543059818
2310	0.2543058556
2311	0.2543058542
2312	0.2543058539
2313	0.2543019396
2314	0.2543019238
2315	0.254300819
2316	0.25429723
2317	0.254297229
2318	0.2542971841
2319	0.2542964056
2320	0.2542929222
2321	0.2542877667
2322	0.2542877525
2323	0.254286492
2324	0.2542864344
2325	0.2542832642
2326	0.2542824311
2327	0.2542521127
2328	0.254235086
2329	0.2542350857
2330	0.2542350359
2331	0.2542350359
2332	0.2542350357
2333	0.254234962
2334	0.2542303978
2335	0.2542255737
2336	0.2542237042
2337	0.2542236582
2338	0.2542236572
2339	0.2542226058
2340	0.2542225767
2341	0.2542225415
2342	0.2542189825
2343	0.2542189824
2344	0.2542161556
2345	0.2542161423
2346	0.2542152955
2347	0.2542151734
2348	0.2542142188
2349	0.2542142069
2350	0.2542123032
2351	0.2542121156
2352	0.2541993077
2353	0.2541993068
2354	0.2541985251
2355	0.2541737161
2356	0.2541737159
2357	0.2541737149
2358	0.2541736919
2359	0.2541736919
2360	0.2541734844
2361	0.2541700288
2362	0.2541639553
2363	0.2541582963
2364	0.2541406416
2365	0.2541406414
2366	0.2541374577
2367	0.2541346841
2368	0.2541311191
2369	0.2541303771
2370	0.2541297212
2371	0.254129716
2372	0.2541102565
2373	0.2540957685
2374	0.2540932204
2375	0.2540866891
2376	0.2540615571
2377	0.2540267412
2378	0.2540250616
2379	0.2540188735
2380	0.254015233
2381	0.2539904455
2382	0.253989476
2383	0.2539894254
2384	0.2539838956
2385	0.2539838953
2386	0.2539836468
2387	0.2539764149
2388	0.2539748854
2389	0.2539742936
2390	0.2539562637
2391	0.2539528859
2392	0.2539465758
2393	0.2539462237
2394	0.2539461277
2395	0.2539461273
2396	0.2539238079
2397	0.2539238037
2398	0.2539075868
2399	0.2539075859
2400	0.253907506
2401	0.2539074956
2402	0.2539074672
2403	0.253870263
2404	0.253853261
2405	0.2538485199
2406	0.2538409542
2407	0.2538153106
2408	0.2537971713
2409	0.2537613662
2410	0.2537609984
2411	0.2537600656
2412	0.2537593093
2413	0.2537582368
2414	0.2537555607
2415	0.2537555471
2416	0.2537550255
2417	0.2537535415
2418	0.2537528417
2419	0.253750022
2420	0.253750005
2421	0.2537422489
2422	0.253738889
2423	0.253738885
2424	0.2537261948
2425	0.2537218586
2426	0.2537218575
2427	0.2537218393
2428	0.2537218007
2429	0.2537104859
2430	0.2537104855
2431	0.2537029771
2432	0.2537020553
2433	0.25370191
2434	0.2536937936
2435	0.2536890811
2436	0.2536870359
2437	0.2536534576
2438	0.2536465962
2439	0.253635259
2440	0.2536301892
2441	0.2536248527
2442	0.2536248522
2443	0.2536235523
2444	0.2536203663
2445	0.2536203646
2446	0.2536198204
2447	0.2536159338
2448	0.2536096002
2449	0.2536024192
2450	0.2536003893
2451	0.2535920211
2452	0.2535896362
2453	0.2535852526
2454	0.2535852522
2455	0.2535848255
2456	0.2535804076
2457	0.2535760278
2458	0.2535685782
2459	0.2535682163
2460	0.2535682162
2461	0.2535533948
2462	0.2535530118
2463	0.2535491664
2464	0.2535420172
2465	0.2535357884
2466	0.2535291405
2467	0.2535250624
2468	0.253522122
2469	0.2535221111
2470	0.2534945474
2471	0.2534384293
2472	0.2534348367
2473	0.2534232399
2474	0.2533889229
2475	0.2533828991
2476	0.2533828987
2477	0.2533772695
2478	0.2533348791
2479	0.2533225323
2480	0.2533029225
2481	0.2532967097
2482	0.2532902869
2483	0.2532879078
2484	0.2532813401
2485	0.2532772055
2486	0.2532771741
2487	0.2532761587
2488	0.2532649551
2489	0.253259738
2490	0.2532537654
2491	0.2532484326
2492	0.2532119877
2493	0.2531294473
2494	0.2531294413
2495	0.2531294364
2496	0.2530862899
2497	0.2530760998
2498	0.2530425458
2499	0.2530368274
2500	0.2530368245
2501	0.2530368192
2502	0.2530367685
2503	0.2529981475
2504	0.252994343
2505	0.2529913811
2506	0.2529913064
2507	0.2529908731
2508	0.2529907492
2509	0.2529905793
2510	0.2529904751
2511	0.2529876612
2512	0.2529876557
2513	0.2529859358
2514	0.2529754398
2515	0.2529642385
2516	0.2529474243
2517	0.2529400397
2518	0.2529400075
2519	0.2529275269
2520	0.2529247057
2521	0.2529219915
2522	0.252921991
2523	0.2529053615
2524	0.2529053465
2525	0.2528974425
2526	0.2528974408
2527	0.2528965353
2528	0.2528965071
2529	0.2528965064
2530	0.2528953124
2531	0.2528851163
2532	0.2528609984
2533	0.2528580075
2534	0.2528424525
2535	0.2528423939
2536	0.2528423795
2537	0.2528382114
2538	0.2528382081
2539	0.2528382078
2540	0.2528368783
2541	0.252817313
2542	0.2528125954
2543	0.2528084828
2544	0.2528048388
2545	0.2527662428
2546	0.2527619567
2547	0.2527611811
2548	0.2527611636
2549	0.2527609298
2550	0.252760717
2551	0.2526819316
2552	0.2526763967
2553	0.2526758409
2554	0.2526708523
2555	0.2526698204
2556	0.25266978
2557	0.2526697017
2558	0.2526696809
2559	0.2526696766
2560	0.2526686723
2561	0.2526638025
2562	0.2526606983
2563	0.2526606973
2564	0.2526446885
2565	0.2526446817
2566	0.2526446817
2567	0.2526248874
2568	0.252621678
2569	0.2525254189
2570	0.2525075373
2571	0.2525074666
2572	0.2525074537
2573	0.2525074531
2574	0.2524988379
2575	0.2524428541
2576	0.2524358163
2577	0.2524348199
2578	0.2524348165
2579	0.25243167
2580	0.2524156778
2581	0.2523830345
2582	0.2523798519
2583	0.2523444998
2584	0.2523261163
2585	0.2523242447
2586	0.2522922936
2587	0.25228946
2588	0.2522894345
2589	0.2522894223
2590	0.2522658701
2591	0.2522651824
2592	0.2522559104
2593	0.2522520085
2594	0.2522516453
2595	0.252251591
2596	0.2522474503
2597	0.2522451656
2598	0.2522451597
2599	0.2522391173
2600	0.2522388802
2601	0.2521877438
2602	0.2521877429
2603	0.2521755023
2604	0.2521531698
2605	0.2521531584
2606	0.2521518118
2607	0.2521517771
2608	0.2521400416
2609	0.2521341399
2610	0.2521341387
2611	0.2521196414
2612	0.2521147819
2613	0.2521024156
2614	0.2520907906
2615	0.25209079
2616	0.2520907896
2617	0.2520791995
2618	0.2520632851
2619	0.2520617872
2620	0.2520617869
2621	0.2520617857
2622	0.2520617578
2623	0.2520617566
2624	0.2520596174
2625	0.2520596173
2626	0.2520058015
2627	0.2520010699
2628	0.2519996764
2629	0.2519996355
2630	0.2519520238
2631	0.2519517531
2632	0.2519517492
2633	0.2519373283
2634	0.2519332308
2635	0.2519289456
2636	0.2519058051
2637	0.2519037834
2638	0.2519037834
2639	0.2518954287
2640	0.2518953792
2641	0.2518941768
2642	0.2518852365
2643	0.2518763276
2644	0.2518285423
2645	0.2518231827
2646	0.2518231819
2647	0.2518132365
2648	0.2517880407
2649	0.2517779298
2650	0.2517779296
2651	0.2517775153
2652	0.251777232
2653	0.2517759557
2654	0.2517677563
2655	0.2517677465
2656	0.2517677436
2657	0.2517677435
2658	0.2517582884
2659	0.2517549517
2660	0.2517465733
2661	0.2517465682
2662	0.251746512
2663	0.2517465119
2664	0.2517392508
2665	0.2517368951
2666	0.2517366438
2667	0.2517366429
2668	0.2517328635
2669	0.2517328566
2670	0.2517221131
2671	0.2517214839
2672	0.2517159632
2673	0.2517134521
2674	0.2517023427
2675	0.2516986187
2676	0.2516898381
2677	0.2516898151
2678	0.2516895581
2679	0.2516862511
2680	0.2516851928
2681	0.2516837513
2682	0.2516837512
2683	0.2516694947
2684	0.251669487
2685	0.2516694767
2686	0.251663479
2687	0.2516523842
2688	0.2516523732
2689	0.2516324754
2690	0.2516180197
2691	0.2516179889
2692	0.2516048776
2693	0.2515972975
2694	0.2515853404
2695	0.2515191763
2696	0.2515147406
2697	0.2515147115
2698	0.2515020523
2699	0.2514907508
2700	0.2514654128
2701	0.2514499997
2702	0.2514472242
2703	0.251445835
2704	0.2514458328
2705	0.2514457241
2706	0.2514399294
2707	0.2514330968
2708	0.2514329981
2709	0.2514329969
2710	0.2514329968
2711	0.2514131129
2712	0.2513854014
2713	0.2513784439
2714	0.2513746462
2715	0.2513746439
2716	0.2513746425
2717	0.2513722398
2718	0.2513589797
2719	0.2513541679
2720	0.2513522942
2721	0.2513522937
2722	0.2513455051
2723	0.2513455042
2724	0.2513330103
2725	0.2513329645
2726	0.251327363
2727	0.2513194439
2728	0.2513194436
2729	0.2513149479
2730	0.251313049
2731	0.2513119654
2732	0.251305145
2733	0.2513025473
2734	0.2513025464
2735	0.2512955052
2736	0.2512860382
2737	0.2512797087
2738	0.2512577389
2739	0.2512577126
2740	0.2512265961
2741	0.2512183924
2742	0.2512175838
2743	0.2512175307
2744	0.2512175305
2745	0.251216198
2746	0.2512136914
2747	0.2512136793
2748	0.251213678
2749	0.2512126396
2750	0.2512126361
2751	0.251212068
2752	0.2512057333
2753	0.2512057273
2754	0.251203901
2755	0.2512029286
2756	0.2511923328
2757	0.2511923321
2758	0.2511680744
2759	0.2511680544
2760	0.2511680374
2761	0.2511680354
2762	0.2511669936
2763	0.2511612949
2764	0.2511588358
2765	0.2511585128
2766	0.2511405235
2767	0.2511405234
2768	0.2511405226
2769	0.2511382791
2770	0.2511382691
2771	0.2511283685
2772	0.2511140919
2773	0.2511138805
2774	0.2511138798
2775	0.251113252
2776	0.2511071922
2777	0.2510752747
2778	0.2510738644
2779	0.2510598602
2780	0.2510598416
2781	0.2510553434
2782	0.2510536451
2783	0.2510463338
2784	0.2510458525
2785	0.2510444604
2786	0.2510430362
2787	0.2510389058
2788	0.2509844077
2789	0.2509332789
2790	0.2509330218
2791	0.2509330022
2792	0.2509295846
2793	0.2509295603
2794	0.2509141694
2795	0.2509091408
2796	0.2509082051
2797	0.2508768995
2798	0.2508686564
2799	0.250868653
2800	0.2508686455
2801	0.2508673411
2802	0.2508640156
2803	0.2508633087
2804	0.2508608764
2805	0.2508572107
2806	0.2508572089
2807	0.2508571817
2808	0.2508017153
2809	0.2508016348
2810	0.2508008493
2811	0.2507977686
2812	0.2507977545
2813	0.2507873543
2814	0.2507861989
2815	0.2507816727
2816	0.2507745044
2817	0.2507745043
2818	0.2507745024
2819	0.2507725592
2820	0.2507608556
2821	0.2507529784
2822	0.2507529773
2823	0.2507398234
2824	0.2507096272
2825	0.2507089257
2826	0.2506915474
2827	0.25069094
2828	0.2506891264
2829	0.2506862258
2830	0.2506853864
2831	0.2506826493
2832	0.2506820879
2833	0.2506819187
2834	0.2506760746
2835	0.2506732688
2836	0.2506724456
2837	0.2506715811
2838	0.2506666387
2839	0.2506666383
2840	0.2506645679
2841	0.2506606004
2842	0.2506605949
2843	0.2506605259
2844	0.2506574562
2845	0.2506572609
2846	0.2506572561
2847	0.250657256
2848	0.2506571787
2849	0.2506562432
2850	0.250650653
2851	0.2506499139
2852	0.2506453541
2853	0.2506360466
2854	0.2506317116
2855	0.2506317106
2856	0.2506316861
2857	0.2506286452
2858	0.2506285965
2859	0.250615732
2860	0.2506140521
2861	0.250614052
2862	0.2506140519
2863	0.2506076213
2864	0.2506075722
2865	0.2506042279
2866	0.2506034646
2867	0.2506034604
2868	0.2506034601
2869	0.2506034314
2870	0.2506034209
2871	0.25060342
2872	0.2506034139
2873	0.2506034012
2874	0.2506032194
2875	0.2506027696
2876	0.2506027419
2877	0.2505741217
2878	0.2505705551
2879	0.2505259495
2880	0.2505203419
2881	0.2505201096
2882	0.2505201066
2883	0.2505038237
2884	0.2505037937
2885	0.2505025792
2886	0.2504969787
2887	0.2504910388
2888	0.2504910386
2889	0.2504696512
2890	0.2504669545
2891	0.2504669501
2892	0.2504669424
2893	0.2504668871
2894	0.2504596723
2895	0.2504596708
2896	0.2504557991
2897	0.2504508093
2898	0.2504217788
2899	0.2504217786
2900	0.2504217785
2901	0.2504217736
2902	0.250421555
2903	0.250421555
2904	0.2504215549
2905	0.2503821328
2906	0.2503160641
2907	0.2503158023
2908	0.2503109881
2909	0.2502431569
2910	0.2502259197
2911	0.2502235588
2912	0.2502235574
2913	0.2502235382
2914	0.2502211582
2915	0.2502155747
2916	0.2502153646
2917	0.2502056307
2918	0.2502056178
2919	0.250201786
2920	0.2501951648
2921	0.250188371
2922	0.2501883697
2923	0.2501845561
2924	0.2501672927
2925	0.250167289
2926	0.2501635265
2927	0.2501543926
2928	0.250152709
